date,retm1,retm2,retm3,retm4,retm5,retm6,retm7,retm8,retm9,retm10,retm11,retm12,retm13,retm14,retm15,retm16,retm17,retm18,retm19,retm20,retm21,retm22,retm23,retm24,retm25,retme1,retme2,retme3,retme4,retme5,retme6,retme7,retme8,retme9,retme10,retme11,retme12,retme13,retme14,retme15,retme16,retme17,retme18,retme19,retme20,retme21,retme22,retme23,retme24,retme25
19370130,3.466179,1.607021,2.483071,2.691194,3.26801,3.682346,4.944773,1.248632,2.009605,2.104899,6.834584,3.109447,0.568499,7.603196,4.247173,6.91904,12.49815,1.778243,2.190285,4.649843,9.231283,4.050167,3.099691,2.062504,0.685607,7.485588,4.889922,7.71157,9.147294,14.37471,6.176103,6.509529,4.823675,4.539268,6.236334,6.016955,6.271187,6.48084,6.40222,9.691646,12.84615,9.923311,6.107429,4.25846,9.20685,12.88177,4.18277,7.105083,10.34422,8.785884
19370227,-0.41832,-0.05264,-1.5477,1.103918,-1.40674,-3.74276,2.639177,-0.424,-1.6503,2.488726,0.556442,0.060872,2.218147,0.383096,7.348328,4.078879,-0.22241,3.981073,-0.31751,7.542195,11.02802,3.12167,-0.3846,3.294555,3.148523,-0.06815,0.12599,0.489012,1.627422,-0.0471,-3.20897,0.963955,1.026967,-0.83201,1.384145,0.156848,0.426669,2.863609,2.614897,3.61355,6.64473,2.443784,2.74275,1.131495,5.773352,8.837561,2.111139,5.19461,1.051986,11.47084
19370331,-9.5098,-1.22584,-3.24347,-2.71722,-2.25318,-1.10587,-2.14106,-1.62049,-1.74891,2.083754,0.146941,-1.06994,0.037942,0.598384,1.970777,3.944724,5.528268,5.296958,3.638102,-2.6599,3.998646,-0.6836,0.525082,5.562617,2.35241,-9.0053,-2.79901,-2.23306,-0.44135,1.407575,-3.64066,-0.35451,-1.82248,-1.64462,0.193813,0.913149,-1.51901,-0.56409,-0.9474,-0.00721,8.027023,1.88038,1.884067,-0.49843,0.919679,2.312465,-2.08342,1.58515,1.899143,-0.19843
19370430,-12.5304,-8.39215,-6.75399,-6.04921,-5.5579,-10.2636,-6.50368,-6.0215,-5.3956,-4.00728,-9.03479,-7.45612,-7.0669,-7.68579,-7.16311,-6.99003,-3.32136,-6.33691,-8.36071,-12.7932,-15.0903,-12.7163,-11.5941,-17.4987,-14.6593,-12.6664,-10.0771,-8.0478,-7.5063,-7.45792,-11.6665,-7.25542,-6.84628,-7.66281,-6.51651,-13.4086,-8.0649,-9.86985,-8.36768,-9.77197,-13.4968,-5.5165,-11.0935,-10.1267,-9.78169,-16.3449,-12.1958,-12.956,-16.0541,-15.9481
19370528,-0.76133,-2.76569,-1.20184,-1.62588,-4.5085,0.442032,0.810717,0.870122,0.427821,-1.03026,-0.28363,-1.32302,0.865094,-2.7903,0.617123,-1.79272,1.584011,-2.66522,-0.83945,2.379195,-7.91938,-2.16346,-3.29346,-2.4437,-3.22403,-4.26139,-5.97991,-4.96375,-1.87173,-4.76737,-2.1358,-0.8037,-1.27182,-2.99251,-2.77727,-0.15523,-1.11477,-1.9294,-0.00616,-0.58099,-5.99056,-2.02268,-2.84195,-1.74261,0.454945,-4.8474,-0.32603,-1.57181,-3.34934,-3.57549
19370630,-5.67753,-4.88543,-10.2546,-3.23486,-7.50266,-1.86983,-3.79629,-4.3233,-8.08942,-2.04454,-2.66668,-4.89935,-3.35646,-3.51843,-2.52427,-6.79075,-6.17096,-5.64574,-3.1915,-6.15438,-10.248,-5.4616,-2.96159,-2.61996,-1.61236,-12.6807,-10.8594,-8.05392,-7.39045,-5.84821,-6.04211,-6.81461,-6.80064,-8.29355,-8.47921,-5.54375,-8.39429,-4.38889,-6.17717,-7.92043,-7.6023,-5.67537,-5.0609,-6.2278,-7.30151,-12.868,-12.1847,-9.15778,-6.46824,-8.06304
19370731,16.37618,15.74145,16.98858,17.36691,12.3051,11.53585,9.786197,6.573699,11.0144,11.81049,5.458858,4.409377,8.588657,9.994734,6.475495,4.646208,7.4056,8.491453,11.45757,7.48652,8.099202,8.572719,11.77678,10.33803,10.53229,18.67318,13.98599,12.28507,16.96033,13.20893,7.795371,8.694893,9.306105,9.749512,10.02047,6.930527,8.552401,8.411558,9.661762,7.543088,5.848461,5.742068,10.60098,9.619092,9.460892,12.2478,7.72185,8.616572,10.87341,11.95445
19370831,-7.55821,-11.4501,-8.87647,-8.56134,-9.407,-2.0546,-7.62511,-3.64496,-6.41242,-4.92478,-6.20941,-1.87079,-10.4368,-8.84937,-5.5407,-2.6779,-2.87444,-3.39863,-4.5197,-8.01404,-1.78325,-5.1348,-4.53786,-6.81078,-5.70244,-9.58599,-9.80179,-5.72145,-7.86626,-7.89583,-2.31745,-6.80212,-4.13804,-6.88394,-7.92199,-5.85668,-3.33882,-5.74063,-3.77374,-6.87653,-1.02132,-2.90847,-3.06533,-4.00226,-10.3112,-1.38648,-4.37199,-3.98143,-4.94967,-5.1544
19370930,-21.8889,-16.2427,-23.0772,-22.8694,-28.0372,-17.8879,-10.5363,-20.6344,-17.9369,-20.8639,-9.38136,-12.2491,-15.1534,-22.7264,-29.1056,-8.64782,-7.18429,-14.5856,-17.4062,-26.0116,-10.6344,-12.1945,-14.766,-17.0371,-24.2325,-21.5611,-18.585,-23.5732,-24.1522,-23.4962,-21.8986,-16.2241,-20.0271,-23.9096,-26.0095,-12.872,-16.1181,-14.8605,-20.9051,-27.7215,-12.851,-13.4201,-19.2823,-22.2618,-24.8346,-13.4821,-12.664,-16.5465,-18.8547,-24.0858
19371030,-5.28223,-12.3701,-16.0897,-19.7832,-9.84039,-6.8476,-9.04767,-13.5761,-8.18024,-13.5026,-10.182,-7.2558,-12.138,-11.912,-12.8979,-9.24123,-12.3713,-8.92096,-9.59214,-9.23409,-7.69863,-6.97484,-10.926,-9.37909,-18.4448,-7.15947,-9.95833,-12.6141,-11.994,-4.98429,-7.69072,-6.62444,-14.6074,-13.578,-11.878,-8.2181,-9.04427,-11.7634,-12.8521,-9.46809,-7.12923,-10.5859,-11.3652,-14.1218,-11.3561,-6.59511,-7.35397,-9.41309,-10.5657,-16.5785
19371130,-4.55588,-15.2873,-11.9373,-12.7944,-13.4657,-3.84432,-10.1776,-5.37414,-10.8907,-12.02,-6.15653,-9.11393,-8.5246,-8.83444,-11.6386,-9.43563,-11.5251,-10.1413,-4.1861,-14.3589,-4.66002,-5.84552,-11.0579,-10.1349,-15.6592,-14.0452,-14.7338,-12.1498,-12.7402,-16.0997,-11.8163,-14.9207,-9.59688,-11.8285,-10.4809,-10.0353,-9.22506,-9.84749,-10.4088,-11.6614,-8.73818,-9.32677,-8.90029,-10.8794,-16.3451,-7.8113,-7.86013,-9.47044,-6.06256,-14.8693
19371231,-20.2335,-16.4814,-12.3806,-7.86274,-15.0823,-11.7764,-1.73684,-8.3857,-5.68257,-4.46159,-6.04285,-10.0961,-4.34747,-3.03057,-2.84525,-15.0331,-8.57904,-1.87069,-2.05611,-1.28683,-6.89103,-2.85457,0.542798,-2.63912,-1.24358,-22.3982,-16.4748,-15.7848,-11.2065,-13.2366,-14.5368,-10.0854,-10.0865,-10.8916,-15.2332,-12.1202,-11.4314,-4.85546,-7.96131,-11.5247,-15.6209,-8.77332,-8.71868,-7.90634,-9.452,-9.23581,-4.80879,-0.55628,-6.78836,-0.37685
19380131,5.809533,4.094453,-4.07135,-0.68838,0.071414,11.58655,0.587665,4.515902,2.769934,-1.49932,3.50049,1.138386,0.959734,-0.35449,1.258969,3.054154,6.984056,1.72453,0.437084,-3.37736,-8.42421,1.656124,0.514398,-1.44004,1.710923,11.37748,7.350188,2.06024,3.513931,-1.14369,9.985301,6.000268,7.636794,4.210154,4.645622,5.234935,2.786184,5.182021,1.830595,2.935035,5.715679,4.722125,7.853079,2.216074,-0.20742,-3.1646,2.82014,3.116016,3.336615,0.988302
19380228,10.86214,8.850461,9.622665,8.989349,10.14266,7.879391,5.511498,11.26363,4.981525,5.765297,4.790316,9.472087,9.359397,13.55356,11.23746,8.197412,4.303745,8.953948,8.883957,10.30552,8.792773,6.398512,4.315281,2.062893,3.93855,8.736955,6.127952,6.044942,8.377768,7.088027,2.045971,7.501925,11.01652,8.577145,8.260632,2.595449,7.95267,6.341084,11.17493,8.633847,3.034718,6.011162,6.897211,6.029298,8.328177,0.464898,4.266076,3.813718,4.161503,5.301031
19380331,-43.8014,-43.7955,-38.5555,-31.7792,-30.6069,-35.7544,-33.5821,-33.1968,-32.9854,-31.3362,-33.141,-30.1119,-29.8942,-29.9615,-25.9078,-25.355,-30.2313,-25.1108,-23.8786,-25.347,-31.3275,-26.1173,-22.2545,-19.9561,-16.7135,-38.7571,-39.3103,-34.1816,-31.962,-34.4965,-33.7996,-33.7047,-32.787,-34.8985,-32.5401,-31.7198,-28.7885,-33.1972,-29.1687,-28.3822,-28.5694,-26.6531,-23.3327,-25.7921,-25.2431,-29.5123,-23.1009,-17.9582,-17.1085,-16.627
19380430,26.81888,23.47264,22.85208,13.20216,18.97527,28.25639,19.00492,14.40979,15.64365,13.93951,25.58026,14.75132,20.94011,15.15034,15.67717,30.87992,20.1757,15.79312,13.98962,11.55987,28.44597,32.73914,13.97601,14.39001,13.00954,30.28106,23.36634,24.44094,19.14647,18.27015,24.92505,23.10218,18.40966,16.76587,16.48586,24.75411,25.99883,18.40845,16.26155,16.37966,30.45007,25.83464,19.05094,15.60919,13.79551,32.48392,27.10334,17.58309,14.77277,12.34958
19380531,-8.78627,-7.79161,-8.79217,-5.81227,-9.43982,-10.2525,-9.20998,-8.27723,-8.25821,-6.77558,-12.1766,-6.52081,-5.84798,-5.98176,-6.64388,-9.90259,-10.557,-13.9746,-4.25887,-1.72945,-3.82018,-12.6991,-8.13478,-2.09926,-0.0561,-9.39093,-9.22398,-10.582,-7.52765,-6.59458,-10.1374,-8.25295,-9.09763,-10.9898,-4.43099,-10.3297,-7.64987,-6.98866,-7.95221,-6.33669,-13.3825,-7.24227,-7.96196,-3.98751,-2.72262,-4.44622,-11.2972,-5.95147,-2.40129,0.703106
19380630,42.55322,49.01695,36.03048,34.78087,24.24857,45.58819,43.01032,40.65028,34.68017,26.40682,45.68184,42.18315,40.63426,31.55131,16.1174,37.75959,41.08591,35.19143,28.99323,15.72421,38.43498,34.04327,26.26073,20.85175,10.93176,36.46517,35.1964,40.57205,38.1324,30.42557,44.66708,39.39442,40.21133,37.0143,19.66585,40.27868,38.95008,35.90037,31.62491,18.42056,31.84044,38.54659,32.80598,26.33005,17.82749,35.91066,32.24504,26.40567,17.64583,11.73723
19380730,21.33849,8.150936,10.30644,4.15176,8.582099,20.73029,14.03495,7.488283,6.064404,4.371073,22.31492,13.22106,18.67692,7.327551,5.558724,16.67742,19.44036,14.36439,12.91498,2.101595,20.03538,15.81456,11.15694,6.429673,5.159834,21.40835,16.00481,10.63714,5.961074,-0.05922,15.89101,11.77798,11.81624,9.620862,8.781249,20.21976,15.10914,15.75929,9.083333,8.58653,18.41544,15.66508,13.30883,9.104552,6.668151,10.69701,12.88147,14.18395,7.042354,6.706343
19380831,-4.83473,-9.81855,-8.97007,-8.71199,-3.47727,-7.67558,-4.35221,-6.93222,-4.01331,-1.92034,-1.26647,-2.7225,-6.99406,1.811785,-0.73339,-5.69059,-1.18097,-0.38835,-5.32472,-2.40858,-2.14395,-5.5573,-1.49561,-3.4322,-2.14205,-11.3802,-14.9984,-9.78841,-8.58933,-4.36803,-10.4193,-7.87667,-10.8364,-7.07757,-3.09339,-6.38285,-5.99577,-7.22978,-3.67331,-2.1681,-5.48395,-6.37194,-4.82232,-4.34008,-2.11836,-6.02058,-5.70926,-2.57277,-3.98625,-0.78733
19380930,-3.94833,-1.04776,-1.05085,-0.73241,0.68156,-3.73819,-2.50544,-0.943,3.225089,1.101641,-3.172,0.857459,-0.67063,0.781931,1.628694,-2.79796,-2.02512,2.755974,-0.27639,0.768996,-0.85517,0.742996,1.280523,1.213277,1.325059,-2.70837,-3.82767,-2.67128,-1.33306,-1.14682,-4.49064,-3.08398,-0.47863,-0.16326,-0.49556,-0.72509,-1.36615,-1.86135,-1.14358,0.429837,-4.14085,-1.99105,-1.43047,-1.00258,-1.16935,-2.93086,-0.40303,0.356393,4.401777,-0.56012
19381031,23.9254,69.91204,11.3639,8.145751,4.694841,5.213826,13.82832,8.620898,6.140478,4.165402,23.30184,14.16842,10.67281,9.317411,8.521875,14.19392,13.96589,11.73866,11.28044,14.88702,12.97756,9.684376,7.458927,9.68239,-1.08186,10.63705,28.26546,22.06254,13.21452,6.288846,9.946104,14.24001,14.54469,10.98994,8.578275,28.81361,17.36214,15.48325,10.60033,16.51825,17.56929,18.28713,23.07266,15.4017,13.86368,15.5692,9.350525,10.47961,14.92787,-0.65789
19381130,-12.9255,-7.77347,-4.61936,-4.38685,0.327289,-6.99535,0.935092,-2.31162,-0.2815,-0.55151,-13.2949,-4.19644,-0.74035,-0.22434,0.51602,-0.99651,-0.80832,-5.50336,-1.83388,-1.72121,-4.02886,-1.46206,-0.49539,-4.06787,-2.43579,-13.43,-9.87319,-4.3144,-4.75107,2.014062,-13.8703,2.881753,-2.02961,-2.84006,0.038551,-9.06727,-6.01696,-3.78913,-0.73081,0.602704,-3.6023,-8.14394,-1.11912,-3.22203,-1.41171,-6.36058,-1.83056,1.391791,-3.86247,-2.95327
19381231,0.95853,1.261795,2.611914,2.747878,3.266405,-2.91424,7.037715,5.218879,4.09707,2.886848,1.216087,6.311889,3.807833,4.437728,2.892818,7.496557,3.569936,4.290435,5.386893,8.694908,9.540872,6.834883,2.555094,6.942488,11.70182,9.008692,3.019685,0.097525,1.462819,2.840476,4.33079,0.596344,-1.945,0.603302,1.26019,-2.22661,-0.59474,1.104021,3.725887,4.471708,4.943717,4.154451,4.469638,5.051303,7.002952,5.850831,7.509326,5.624653,4.496495,12.55168
19390131,-5.21558,-5.3465,-3.02513,-4.31764,-7.55113,-4.38979,-5.31001,-3.60442,-5.62225,-5.78277,-6.90914,-2.51176,-3.70368,-5.81223,-5.77107,-12.1846,-7.87969,-8.12889,-7.90861,-5.14655,-11.5081,-7.69063,-10.5004,-8.02778,-8.29607,-6.62276,-8.26968,-5.73272,-4.84574,-9.07139,-3.60923,-6.83859,-6.00575,-5.44444,-9.03429,-5.26093,-6.90436,-7.66294,-5.63131,-9.01235,-11.1367,-8.66916,-8.36439,-8.57322,-8.78052,-10.0814,-7.60227,-10.2047,-11.0338,-8.13051
19390228,-3.39939,0.275789,6.408666,3.07459,0.652728,2.554187,2.759545,-1.29967,3.929055,4.203132,4.086125,1.78106,2.566401,2.362003,3.373753,4.629522,5.572179,2.282449,6.128884,6.464894,8.154375,3.292272,3.651695,4.511092,5.193356,1.772557,2.293534,3.39869,1.931216,2.17295,3.882912,3.215967,2.638985,2.224197,3.272516,2.526582,3.740389,4.807728,4.09107,6.359601,5.497927,5.003211,4.66561,4.494454,7.381394,3.48533,6.381095,5.073877,4.518938,7.392313
19390331,-18.6225,-13.1804,-16.8333,-16.846,-23.4067,-8.58157,-12.2951,-14.7341,-14.3501,-15.8656,-11.8482,-15.7631,-12.4508,-12.5156,-15.03,-13.02,-17.5653,-6.05249,-4.99833,-12.0405,-21.9684,-17.1617,-17.857,-15.9294,-18.0753,-18.8808,-16.1276,-15.7929,-19.9884,-23.2067,-17.5,-18.3899,-14.9745,-16.9594,-18.2856,-12.7599,-12.037,-16.0525,-16.5256,-15.1112,-16.7963,-17.4512,-10.3228,-10.8116,-16.0582,-24.507,-23.6786,-19.744,-18.7193,-20.1763
19390429,3.748115,-0.57889,2.295928,-2.4098,1.637172,-0.60519,-1.36515,-3.07515,-1.39779,-1.93528,0.161798,-1.82345,-1.85251,0.508816,0.902355,0.351704,1.583602,-0.91623,-1.3149,-0.37858,3.980374,-1.79976,-0.2564,2.517498,1.824753,-2.78387,-0.48766,-0.04289,-1.23669,-0.41,-0.61194,-1.79603,1.729512,-1.16675,1.119183,-2.35384,-1.81051,0.021365,0.297144,-0.94644,-1.92004,-2.09581,-0.15216,0.598327,3.096461,0.796113,1.856422,0.802749,3.167236,4.648052
19390531,5.613572,4.143161,4.461419,5.056569,12.06535,3.806916,7.225158,8.260601,8.369947,10.32679,6.620809,6.710788,6.45966,7.652418,12.95887,3.222045,7.588845,8.262978,8.160044,9.081094,4.416785,5.745939,7.54325,6.801284,9.190867,14.00755,1.0275,5.835789,8.474933,12.01735,1.700828,10.35965,9.548487,10.81308,9.9487,4.112806,8.538685,5.983069,9.146628,12.62357,4.941385,8.609798,7.250362,10.11886,12.80078,7.633654,7.151577,9.228397,9.547221,9.97562
19390630,-13.3922,-18.5208,-12.5324,-13.7017,-16.0411,-11.5574,-14.704,-11.3265,-9.40676,-12.172,-9.27403,-7.79532,-9.7693,-8.8997,-7.52619,-4.71672,-4.10439,-4.74316,-5.85444,-6.04161,-1.19249,-2.46599,-3.40698,-1.0751,-5.39783,-8.09619,-18.8574,-11.6373,-13.8648,-15.0348,-10.3774,-12.4904,-12.1649,-11.6986,-14.2287,-6.49777,-9.22963,-9.74722,-8.75545,-11.3957,-1.94038,-3.73296,-5.76299,-6.38574,-8.31554,-1.11324,-2.70162,-3.34129,-1.98783,-4.90233
19390731,12.00274,17.56386,17.56601,19.77791,22.85198,8.515692,20.19165,13.038,16.31641,19.27892,7.601333,7.053489,11.96913,14.81491,17.1048,4.289029,5.483657,7.906499,8.616482,14.40939,16.10486,6.934003,6.318747,8.676866,18.14654,12.53561,18.79851,17.21772,21.22971,22.35932,12.90904,16.97899,14.44771,16.92935,17.18791,12.34536,14.2814,14.3735,15.20911,18.15917,6.742126,7.648442,9.850001,11.21334,11.65866,1.992468,8.323434,9.192939,8.535509,20.28258
19390831,-14.913,-13.6151,-16.14,-14.3697,-15.4317,-12.3481,-9.23919,-13.2583,-12.3372,-11.157,-10.4562,-8.80494,-5.41297,-7.29182,-8.68577,-7.9372,-4.94591,-6.21752,-6.44799,-7.60245,-10.7892,-9.62066,-5.85139,-5.06298,-2.5323,-12.135,-14.6926,-14.371,-12.7433,-16.5914,-13.5385,-13.4794,-12.8387,-13.4816,-14.0392,-7.74059,-11.8795,-9.78071,-11.5928,-11.0018,-8.87366,-6.60466,-6.71336,-7.32694,-9.12918,-13.8421,-9.01592,-9.08319,-6.60887,-5.52378
19390930,63.01176,45.8093,57.33445,43.88243,60.94591,45.51956,27.65246,34.2379,62.0423,46.21735,35.33418,23.90154,21.99985,13.56805,27.61063,32.37427,19.47022,6.886686,14.73576,14.21921,14.56532,3.992938,2.775453,4.944336,5.862509,100.3684,85.80011,78.48882,52.94425,59.87572,60.14484,49.30082,48.41202,49.59089,42.52543,61.3443,50.33864,16.67156,20.49029,41.43264,38.39995,21.395,19.71044,12.83749,19.5903,56.88061,13.95534,9.009215,5.187712,8.797311
19391031,-7.91672,-3.56329,-4.06801,-1.82379,4.244801,-3.56505,-3.45467,-4.29807,-0.56427,0.270299,-4.92206,-1.4401,-2.17473,0.83443,0.502326,-4.06139,-3.28989,-3.95318,2.440087,2.546992,-2.56083,0.316461,-1.70331,3.50583,1.560717,-9.51461,-3.27246,-2.48735,-4.80118,3.216412,-3.90407,-1.81063,-2.00995,1.471836,-0.84788,-4.63539,-2.4599,-0.82132,0.461205,-0.84756,-4.98801,0.850735,-1.74989,1.374715,2.21946,0.073553,-0.6298,4.395018,5.007605,5.117198
19391130,-9.48676,-7.6135,-2.75034,-1.32613,1.260005,-13.0053,-7.49679,-3.5719,-3.15762,-0.51665,-9.45825,-13.3668,-4.69736,-5.07443,-1.65238,-14.4116,-7.01565,-8.48022,-2.99261,-2.59381,-14.4093,-14.3188,-14.9283,-10.0523,-5.06931,-6.67473,-8.63313,-5.94834,-3.56039,-0.44624,-11.9923,-9.6647,-4.97743,-2.88934,-0.82745,-9.07428,-10.8516,-8.28824,-4.16952,-2.84389,-15.7331,-10.6319,-10.7847,-6.42331,2.196509,-20.3357,-16.4489,-11.4969,-6.95105,-6.5605
19391230,-1.64081,-0.42053,0.578296,1.758555,3.775584,-6.74214,1.02606,1.381772,2.648092,3.355321,-5.10864,0.515924,2.890494,3.770261,4.721174,-0.47463,4.364848,4.498714,3.523047,6.807797,5.124257,3.639884,8.386753,8.511309,6.684364,-5.9144,-1.51318,1.360979,2.16945,2.732744,-6.58318,0.132307,-0.7107,2.504976,3.279524,-0.92935,-1.96329,2.618491,2.684611,6.113732,-2.99352,1.954463,4.847941,1.256277,7.068186,3.590679,-0.35242,3.856242,6.711563,3.701892
19400131,-4.43293,-1.04668,-0.4952,1.683908,1.325894,0.257666,-0.26225,-2.09148,-1.37532,-0.01303,-5.34801,-2.67676,-6.55693,-0.81445,0.191735,-7.18668,-9.11752,-3.65304,-3.95745,-0.22072,-11.4395,-9.79099,-2.22018,-1.72878,8.973317,-3.44239,0.245763,-0.58699,1.468047,2.083455,-1.01553,-2.30385,-0.46283,0.789394,-0.02345,-4.74803,-1.67586,-3.52978,-0.00739,0.846548,-1.65128,-6.27097,0.236885,-3.15739,0.535123,-7.62507,-7.77673,-4.28874,-0.5832,3.723925
19400229,-1.69043,0.383287,1.652486,0.643924,1.638228,-0.1953,-1.02566,0.625224,-1.12476,2.465215,-0.04197,1.757615,1.252203,1.013054,0.385928,-0.31762,3.369034,3.370826,2.285132,3.243121,5.089337,3.829048,2.264301,2.682265,6.540093,1.20607,1.412183,1.087374,4.443015,2.680869,1.08217,0.272665,3.478916,0.473786,1.86971,4.161712,6.440211,1.647627,1.810268,2.634678,-0.8133,5.748952,3.227972,5.159076,4.720501,2.352144,4.403632,5.040015,7.06914,6.58432
19400330,0.718678,2.424286,3.557056,-1.28453,2.724073,-0.43734,4.305003,1.846527,2.491948,1.956559,1.188092,6.527999,2.111924,1.889974,1.035051,1.452601,1.730258,2.783489,2.603301,1.768084,0.826605,2.022089,3.443702,5.144128,8.130921,3.686461,4.699088,4.613743,0.266838,5.197607,1.61387,2.441686,3.78321,1.604992,2.772718,1.972855,2.647495,0.207144,2.929193,1.996798,1.013358,3.154139,2.566099,1.650734,4.608425,0.48975,3.543436,3.373443,5.170601,3.860315
19400430,-16.6195,-2.33262,1.093323,1.675731,0.99881,5.189807,-4.04282,1.629823,0.431582,3.823609,-1.1209,-0.3221,-0.73886,-0.39545,9.350817,-0.83918,0.17114,0.535661,6.78088,20.75766,0.763839,0.810408,-1.73495,2.579304,0.480444,-12.9437,-1.70463,-0.59147,1.444712,3.039541,5.356769,2.165018,4.832489,2.239602,9.771418,-2.88919,-0.01085,0.405851,-0.02719,9.496993,-2.83816,-1.87883,0.9334,4.84834,16.23967,1.111289,-0.17283,-1.85318,1.982914,4.033156
19400531,-26.7812,-35.7561,-36.0685,-30.9428,-25.5755,-24.3833,-27.0959,-22.894,-26.2208,-22.8614,-26.8662,-20.7896,-22.6946,-24.5524,-31.6588,-20.9768,-18.3116,-20.9793,-20.1053,-26.0807,-19.1142,-20.5779,-24.2805,-25.5517,-29.401,-22.3628,-33.4837,-33.6139,-29.9507,-28.9577,-28.4214,-29.785,-28.5035,-33.024,-30.3478,-27.1022,-24.9432,-23.3772,-24.7818,-30.3315,-22.0326,-22.8379,-23.5774,-24.0882,-29.0374,-22.5388,-23.1908,-27.5006,-26.2698,-30.6247
19400629,13.1594,7.525533,8.620073,9.671025,6.74131,7.798774,5.684207,7.124235,0.404981,9.197038,3.101393,7.140518,7.296116,8.240193,0.735971,10.31425,6.141462,9.802114,1.846813,5.745927,3.120291,4.329544,1.430626,7.482621,9.184133,12.50977,10.07649,9.469605,6.824277,4.943521,7.27862,6.726941,5.844668,3.646421,6.117328,5.212493,5.780293,6.328515,10.69637,9.13048,4.556273,4.682207,8.683589,4.300356,6.883639,2.359235,4.947331,3.947784,5.881492,7.141556
19400731,0.190549,1.97199,3.605042,2.59118,3.877921,2.674635,3.753629,7.415568,7.959363,3.631652,1.782127,3.327265,2.919791,4.918724,2.894968,5.381197,1.855909,2.442411,3.448352,5.04865,0.529901,1.042882,0.984729,3.217596,4.171733,-0.10239,4.254619,2.743163,3.075738,1.261726,2.509321,4.060169,7.619864,3.714627,2.606219,4.548619,3.205832,4.118703,5.622897,4.728788,2.955323,2.941798,2.645885,5.266692,5.753882,3.835476,1.062935,5.548486,4.88459,6.967747
19400831,6.60311,4.62714,6.350471,0.968231,6.370591,4.748688,1.496147,5.679308,-0.35078,5.01598,-0.48834,0.235238,1.925848,5.69362,3.11466,3.908295,3.445207,1.113617,1.137595,1.62669,-1.29055,1.291492,-0.23334,3.100312,1.524301,3.625652,1.233568,2.304068,0.518075,3.832797,2.215841,2.508798,2.076667,0.837683,1.881817,1.498956,2.201962,1.76843,2.238101,3.692502,5.69192,5.564105,-0.09523,1.869919,3.438873,-0.30579,1.475258,2.801643,1.541556,0.699083
19400930,2.329483,3.617824,7.934446,5.635305,2.001234,2.418104,3.411306,2.135123,6.922899,0.723077,3.158571,0.143811,3.614503,4.638585,3.393791,4.004365,1.927462,3.682075,2.421877,3.879994,-2.92183,1.317455,2.35483,1.629795,1.811998,5.580854,2.946556,5.060599,5.055339,3.562543,1.687291,5.255809,4.54715,4.315417,2.013464,3.558449,4.430364,3.023166,9.240504,7.980379,0.470345,3.502847,6.025524,3.848027,4.041349,-0.50647,2.166195,2.171862,2.654099,2.062228
19401031,5.986255,8.779671,4.270087,6.570016,4.46484,13.57133,11.49773,0.978268,4.968409,4.132214,14.92113,8.203173,4.608679,0.458806,-0.49252,3.692312,8.569309,2.16374,0.10362,-1.6635,16.95148,7.482617,5.125766,0.829847,2.384143,3.738119,5.214709,5.548269,7.417446,2.794671,7.649696,9.219898,1.362488,4.984716,3.804764,12.64971,10.80717,4.408449,1.438203,2.898012,6.596662,9.592145,4.740977,3.365256,2.20517,-0.64308,4.91693,5.388228,2.340853,4.944514
19401130,0.872951,-10.3978,1.6765,3.485376,0.875828,-3.70067,1.011433,-0.25645,0.030451,-4.5417,-6.73109,2.258951,-1.33521,-4.22989,-1.2335,-2.06523,-0.94079,-3.8973,-2.30602,-1.2765,0.062582,-2.95345,-0.65921,-0.03543,-0.16021,0.913073,-2.57541,-0.00357,0.552021,4.615757,-5.36988,1.563771,3.776897,1.657581,1.766828,-5.43124,2.069537,1.873471,-1.4339,1.482074,-2.00516,-2.54892,-2.68949,-0.46865,0.210401,-5.50251,-0.80518,0.662337,0.741532,0.239794
19401231,-7.03909,-4.7047,0.954611,3.30955,0.257769,-2.24116,-1.5491,-1.73123,1.638595,2.354871,0.192328,1.493211,-0.55385,1.194941,0.781923,-1.38383,-2.00787,-0.81939,1.892745,0.478165,-2.95713,0.384566,0.954274,0.35537,4.854237,-9.70587,-10.1055,-5.06874,0.411274,-0.64424,-6.8601,-3.48662,-3.29083,-0.97949,0.69909,-7.14275,-2.5822,-3.03623,-1.25543,0.653324,-1.8786,-1.97238,-0.22314,0.081171,2.80661,-2.43507,0.354752,1.865258,2.47264,2.236576
19410131,4.504537,-3.93415,-0.69288,-0.2753,-2.08136,3.935929,1.44477,-2.30967,-5.39092,-2.58105,-1.64012,-3.25477,-8.19341,-2.79021,-4.4214,-7.26452,-6.45032,-5.10229,-2.50785,-2.91984,-5.89682,-10.3103,-9.4049,-4.02672,-4.66283,26.22359,5.709129,1.700061,1.418078,-1.15192,6.450046,2.22222,-0.6214,-1.78535,-4.6336,0.478042,-0.76543,-2.36436,-2.64363,-3.22102,-3.98745,-3.88709,-3.50646,-2.16146,-4.23641,3.641044,-6.59941,-7.15883,-4.95695,-2.16236
