DATE,YYMM,MAX,LONG,RF
3500,196908,0.0487528793,0.0492733679,0.0057916667
3531,196909,0.004114355,0.0033241858,0.00595
3561,196910,0.0686804255,0.0679924414,0.005825
3592,196911,-0.049537656,-0.048115736,0.0062583333
3622,196912,0.0239601115,0.0240174127,0.006675
3653,197001,-0.023226993,-0.02499327,0.00655
3684,197002,0.0011530331,0.0022762407,0.0057083333
3712,197003,-0.002507103,-0.002460145,0.0053166667
3743,197004,-0.073018567,-0.075098865,0.005775
3773,197005,-0.034850696,-0.034060195,0.005775
3804,197006,-0.039454909,-0.041021764,0.0054083333
3834,197007,0.0740091518,0.07231641,0.0053166667
3865,197008,0.0342819465,0.0336956231,0.005275
3896,197009,0.0264145039,0.0284961901,0.0048666667
3926,197010,0.028688408,0.028231749,0.0048666667
3957,197011,0.0600819369,0.060120487,0.0042
3987,197012,0.0369951829,0.0360681111,0.0040416667
4018,197101,0.0280749033,0.0267653908,0.0034583333
4049,197102,0.0203064678,0.0189693657,0.0028333333
4077,197103,0.0734698811,0.0727459047,0.0030333333
4108,197104,0.0115524223,0.0103209262,0.003275
4138,197105,-0.012926131,-0.016325351,0.0036166667
4169,197106,0.0341508135,0.0327633722,0.00435
4199,197107,-0.001091742,-0.003152657,0.004425
4230,197108,0.0248397842,0.0256954113,0.0037
4261,197109,0.0103235976,0.0087583932,0.0038333333
4291,197110,-0.007731558,-0.006421607,0.0035916667
4322,197111,0.0016951861,0.0015275955,0.0036166667
4352,197112,0.1033326936,0.1029731738,0.0030666667
4383,197201,0.0271216099,0.0292699947,0.0027916667
4414,197202,0.0393552214,0.0378755965,0.0028833333
4443,197203,-0.00744202,-0.005308397,0.0031916667
4474,197204,0.0168282643,0.0164564028,0.003025
4504,197205,0.0622402263,0.0590829259,0.003175
4535,197206,-0.009204946,-0.009350135,0.0033833333
4565,197207,0.031379395,0.0312033328,0.0031666667
4596,197208,0.0277068029,0.0275111775,0.0037916667
4627,197209,0.006354247,0.0061549059,0.0037916667
4657,197210,0.0372377928,0.0345281107,0.0039666667
4688,197211,0.0455988376,0.0427210255,0.0040666667
4718,197212,0.0420967548,0.0396338345,0.0042833333
4749,197301,0.0103428142,0.0132719172,0.0047333333
4780,197302,-0.045264221,-0.043380243,0.004875
4808,197303,0.0000707351,9.7010377E-6,0.0053333333
4839,197304,-0.002678112,-0.004121625,0.0051916667
4869,197305,-0.015717629,-0.017008604,0.0057666667
4900,197306,0.028465346,0.0290824936,0.0062666667
4930,197307,0.0354165239,0.0324929834,0.0069333333
