DATE,max1ud01,max1ud02,max1ud03,max1ud04,max1ud05,max1ud06,max1ud07,max1ud08,max1ud09,max1ud10,imax1ud01,imax1ud02,imax1ud03,imax1ud04,imax1ud05,imax1ud06,imax1ud07,imax1ud08,imax1ud09,imax1ud10,max1cimax1c11,max1cimax1c12,max1cimax1c13,max1cimax1c14,max1cimax1c21,max1cimax1c22,max1cimax1c23,max1cimax1c24,max1cimax1c25,max1cimax1c31,max1cimax1c32,max1cimax1c33,max1cimax1c34,max1cimax1c35,max1cimax1c41,max1cimax1c42,max1cimax1c43,max1cimax1c44,max1cimax1c45,max1cimax1c52,max1cimax1c53,max1cimax1c54,max1cimax1c55,max1cimax1c51,max1cimax1c15
19740228,0.004667,-0.000953,0.002842,-0.006876,0.006583,0.005077,0.003973,0.007384,-0.016030,-0.008669,0.005818,0.005384,-0.008840,-0.003853,0.010360,0.001014,0.001482,-0.007886,0.001351,-0.002476,0.001401,-0.005170,0.059739,0.119774,0.010969,-0.010837,0.000297,0.003720,0.014315,0.017578,0.000184,0.010565,-0.003159,0.071587,0.043010,0.025027,-0.003482,-0.007547,0.014036,-0.058991,-0.015355,0.001611,-0.017467,0.035632,
19740329,-0.023107,-0.009449,-0.021313,-0.007908,-0.025752,-0.033670,-0.052176,-0.026165,-0.026823,-0.031564,-0.024280,-0.022347,-0.006612,-0.027466,-0.050358,-0.036292,-0.006067,-0.014370,-0.024721,-0.015854,-0.021971,0.006907,0.012342,0.017792,-0.023992,-0.006304,-0.012340,0.037716,0.033865,-0.034071,-0.031830,-0.037264,-0.003638,0.035945,-0.070784,-0.072366,-0.071128,-0.010056,-0.016347,-0.081800,-0.054720,-0.024751,-0.025432,-0.068182,
19740430,-0.063548,-0.050056,-0.031079,-0.030116,-0.033779,-0.046299,-0.080565,-0.042434,-0.059549,-0.081976,-0.040419,-0.045703,-0.036867,-0.032822,-0.058433,-0.050469,-0.060847,-0.063509,-0.057466,-0.079908,-0.055217,-0.071092,-0.045387,0.041326,-0.028592,-0.024598,-0.056432,-0.090345,-0.106857,-0.030247,-0.026672,-0.045301,-0.064156,-0.073385,-0.048078,-0.035085,-0.073086,-0.056043,-0.059298,-0.025194,-0.074529,-0.066647,-0.070958,-0.172156,0.171429
19740531,-0.023952,-0.059446,-0.022788,-0.034714,-0.009353,-0.057829,-0.056035,-0.058178,-0.094029,-0.076444,-0.023689,-0.026233,-0.034365,-0.052009,-0.033266,-0.083569,-0.054808,-0.075262,-0.112774,-0.090720,-0.035862,-0.081197,-0.121313,-0.121072,-0.014437,-0.043672,-0.041140,-0.083942,-0.156244,0.006526,-0.027401,-0.058420,-0.032760,-0.104447,0.030263,-0.016111,-0.047327,-0.076198,-0.137387,-0.112882,-0.087612,-0.059823,-0.095110,-0.113213,0.038842
19740628,-0.024727,-0.018870,-0.020059,-0.016191,-0.021649,-0.005392,-0.024467,-0.055927,-0.046104,-0.057567,-0.007153,-0.021824,-0.023648,-0.028600,-0.004538,-0.038142,-0.044320,-0.034347,-0.062017,-0.060023,-0.014435,-0.039186,-0.024895,0.000472,-0.012677,-0.027134,-0.033305,-0.054714,0.002625,-0.002006,-0.010472,-0.005713,-0.049318,-0.046704,-0.056211,-0.021896,-0.021407,-0.035866,-0.060830,-0.119309,-0.043882,-0.029409,-0.061980,,-0.052738
19740731,-0.078950,-0.088459,-0.085829,-0.051680,-0.068761,-0.063240,-0.060456,-0.075399,-0.071776,-0.052022,-0.082680,-0.075559,-0.056257,-0.094823,-0.058417,-0.068828,-0.053843,-0.066643,-0.040983,-0.055946,-0.090783,-0.066739,-0.044910,-0.195589,-0.076321,-0.080926,-0.039612,-0.007313,-0.084791,-0.069756,-0.069273,-0.067314,-0.052162,-0.000985,-0.073912,-0.063210,-0.072828,-0.076525,-0.041606,-0.006530,-0.087456,-0.065288,-0.053256,-0.271605,0.240826
19740830,-0.087727,-0.101827,-0.063471,-0.106120,-0.110015,-0.084781,-0.080765,-0.069354,-0.094466,-0.093798,-0.068897,-0.093327,-0.101216,-0.102414,-0.069755,-0.114293,-0.078985,-0.102745,-0.076183,-0.107243,-0.090968,-0.110381,-0.093154,0.274400,-0.070710,-0.103969,-0.077424,-0.073856,0.011460,-0.107638,-0.087461,-0.079542,-0.117593,-0.103047,-0.049452,-0.090730,-0.112443,-0.081341,-0.079281,-0.132663,-0.103170,-0.078006,-0.090310,-0.174118,0.261242
19740930,-0.075339,-0.085394,-0.094953,-0.094573,-0.125564,-0.142420,-0.122481,-0.136469,-0.127359,-0.112049,-0.101785,-0.114443,-0.116199,-0.107928,-0.111853,-0.099357,-0.106232,-0.123123,-0.126790,-0.101383,-0.091418,-0.055483,-0.043433,0.011085,-0.106598,-0.112004,-0.060782,-0.001534,-0.034890,-0.149112,-0.137298,-0.131846,-0.098148,-0.086980,-0.092048,-0.134488,-0.131459,-0.146759,-0.108377,-0.097529,-0.121235,-0.119720,-0.125970,-0.046239,-0.005214
19741031,0.109017,0.151399,0.099864,0.194934,0.194278,0.224977,0.172510,0.193969,0.179868,0.197361,0.139965,0.173008,0.189978,0.223511,0.129837,0.207730,0.181923,0.161824,0.141559,0.142423,0.127109,0.188294,0.215077,0.039112,0.156671,0.163709,0.074588,0.152914,0.089059,0.202590,0.248520,0.170113,0.119099,0.150163,0.092188,0.188406,0.226533,0.185247,0.146624,0.215840,0.278237,0.209305,0.136829,0.230333,0.922060
19741129,-0.034683,-0.035340,-0.045282,-0.049985,-0.045317,-0.031997,-0.047367,-0.007717,-0.037538,-0.053379,-0.038601,-0.025545,-0.036422,-0.056904,-0.046015,-0.030696,-0.032361,-0.028820,-0.051841,-0.054408,-0.034408,-0.040454,-0.033838,0.023753,-0.037314,-0.060533,-0.056652,-0.046401,-0.196360,-0.025972,-0.041102,-0.040574,-0.040374,-0.021724,-0.028535,-0.033931,-0.033913,-0.020893,-0.019661,-0.060138,-0.017177,-0.032064,-0.065680,0.177883,
19741231,-0.020216,-0.000595,-0.033477,-0.027133,-0.034439,-0.020871,-0.031018,-0.047372,-0.057971,-0.072491,-0.016020,-0.020779,-0.021901,-0.047084,-0.026549,-0.022141,-0.043261,-0.030850,-0.055534,-0.088170,-0.001840,-0.020559,-0.098611,0.029379,-0.032260,-0.036631,-0.014476,-0.063601,-0.028137,-0.004598,-0.041905,-0.029489,-0.021939,-0.036264,-0.062557,-0.000283,-0.020498,-0.041801,-0.065826,-0.021181,-0.057228,-0.049131,-0.068630,-0.088758,-0.128460
19750131,0.147009,0.116544,0.145553,0.116632,0.137165,0.120753,0.191243,0.202019,0.260875,0.289171,0.103431,0.103914,0.158801,0.163531,0.207702,0.143551,0.187678,0.245907,0.284804,0.349381,0.111956,0.210755,0.374029,0.150778,0.102389,0.159921,0.263059,0.272330,0.166667,0.064737,0.143690,0.157673,0.167616,0.374010,0.198021,0.160245,0.136276,0.221422,0.348057,0.225581,0.238663,0.243243,0.291136,0.149595,0.551187
19750228,0.045805,0.053059,0.050718,0.078391,0.062217,0.068208,0.107309,0.042610,0.042905,0.053583,0.052244,0.064175,0.079445,0.056365,0.033778,0.060048,0.085457,0.045479,0.058477,0.046052,0.047516,0.060371,0.027452,0.073330,0.076412,0.048113,0.058606,0.034479,0.084507,0.080079,0.067243,0.044160,0.092119,0.068136,0.033694,0.126332,0.034972,0.055499,0.067777,-0.000273,0.026727,0.062182,0.046302,-0.031632,
19750331,-0.001072,0.039671,0.020067,0.018763,0.038872,0.037855,0.078695,0.046067,0.093422,0.049755,-0.001699,0.012803,0.058268,0.044113,0.028705,0.047864,0.053934,0.103822,0.064664,0.058593,0.005102,0.071067,0.062000,-0.030423,0.007206,0.040135,0.023240,0.065532,-0.065217,0.001441,0.040733,0.034419,0.056101,0.204662,0.129797,0.120993,0.048045,0.063481,0.086164,0.299912,0.044211,0.134992,0.054390,0.035167,
19750430,-0.000065,0.026257,0.061234,0.084533,0.047339,0.080994,0.079556,0.050472,0.027579,-0.000144,0.035593,0.047387,0.044253,0.059199,0.052185,0.063246,0.080900,0.060286,0.032838,0.017568,0.010061,0.046631,-0.004251,0.308991,0.078348,0.053659,0.060262,0.033088,,0.083863,0.050985,0.057047,0.073519,0.040684,,0.010676,0.064349,0.081893,0.062962,,-0.014091,0.033014,0.016561,,-0.052632
19750530,0.052671,0.073596,0.056292,0.051205,0.047814,0.037381,0.064289,0.074792,0.062884,0.077830,0.041318,0.058872,0.052251,0.060704,0.071191,0.061120,0.067417,0.067335,0.062232,0.093802,0.059507,0.078791,0.181990,0.071648,0.046265,0.062235,0.075964,0.059038,-0.116335,0.019142,0.041700,0.067386,0.037636,0.064013,0.137713,0.011712,0.053821,0.087025,0.068679,-0.017323,0.106499,0.044902,0.078158,,0.628196
19750630,0.049824,0.047799,0.048619,0.062337,0.054504,0.058934,0.052037,0.057450,0.056404,0.030412,0.039830,0.052949,0.056760,0.064264,0.049816,0.059906,0.074620,0.060905,0.048904,0.046604,0.043781,0.088708,-0.003161,0.078017,0.047044,0.060804,0.070610,0.087069,-0.025000,0.073082,0.047184,0.053908,0.073315,0.026653,0.000809,0.011389,0.044698,0.070830,0.051621,-0.116060,0.084254,0.039811,0.047562,0.031542,
19750731,-0.051673,-0.070215,-0.065855,-0.056192,-0.061984,-0.068656,-0.055265,-0.059661,-0.045920,-0.054207,-0.063199,-0.072578,-0.047913,-0.048807,-0.056501,-0.055342,-0.063957,-0.063304,-0.052581,-0.046387,-0.065673,-0.039366,0.006415,0.009538,-0.075251,-0.047701,-0.057137,0.037972,0.150943,-0.060657,-0.059084,-0.064860,-0.078738,0.047380,-0.047879,-0.053237,-0.046814,-0.066177,-0.050298,,-0.058782,-0.037561,-0.052262,-0.090909,0.083333
19750829,-0.019409,-0.013976,-0.015836,-0.029064,-0.027950,-0.031893,-0.024780,-0.048095,-0.053794,-0.063454,-0.015200,-0.026020,-0.018896,-0.027521,-0.026956,-0.026808,-0.037189,-0.040876,-0.061670,-0.062228,-0.018631,-0.007836,-0.046858,0.002360,-0.016802,-0.029010,-0.017354,-0.015612,-0.158078,-0.023065,-0.024900,-0.035068,-0.037109,-0.109151,0.007895,-0.032515,-0.022185,-0.039912,-0.056843,-0.106183,-0.009418,-0.057286,-0.062322,-0.125000,0.005572
19750930,-0.010694,-0.027624,-0.045557,-0.036466,-0.042286,-0.037050,-0.052816,-0.052425,-0.040704,-0.069681,-0.029740,-0.037294,-0.031816,-0.039635,-0.039791,-0.041995,-0.056289,-0.050520,-0.059392,-0.067285,-0.019223,-0.020660,-0.006321,0.011432,-0.042027,-0.043690,-0.032055,-0.037267,-0.131210,-0.047933,-0.031028,-0.038038,-0.060378,-0.044991,-0.022521,-0.053899,-0.060258,-0.057536,-0.058862,-0.000340,-0.035412,-0.049160,-0.065391,-0.102674,-0.052913
19751031,0.039901,0.049102,0.058961,0.052400,0.092598,0.061714,0.070477,0.039413,0.045660,0.024137,0.064208,0.054777,0.067838,0.062049,0.052041,0.059902,0.057198,0.059815,0.035065,0.002190,0.037954,0.059527,0.127932,-0.042514,0.058444,0.054708,0.054878,0.010457,0.045971,0.102535,0.085215,0.052493,0.066827,0.095144,0.084426,0.068355,0.057766,0.061210,-0.002593,0.073241,0.038114,0.052331,0.027994,0.019728,-0.032961
19751128,0.025837,0.005888,0.044735,0.024785,0.036282,0.043469,0.038565,0.026222,0.030235,0.034195,0.032100,0.023791,0.027950,0.024632,0.037835,0.033887,0.040781,0.037236,0.037191,0.026127,0.015283,0.008176,-0.019208,0.020460,0.039423,0.040213,0.031779,0.002823,0.045131,0.047002,0.032409,0.029673,0.051353,0.087099,0.059329,-0.013514,0.063083,0.035525,0.041995,0.032753,0.023985,0.044518,0.027569,-0.061242,-0.040172
19751231,0.004883,-0.019226,-0.025411,-0.003929,-0.004611,-0.019903,-0.014299,-0.001142,-0.007384,-0.010737,-0.015251,-0.008917,-0.008012,-0.012260,-0.008938,-0.017070,0.000399,-0.009653,0.004496,-0.007286,-0.011709,0.003066,0.025088,0.011440,-0.022135,-0.014667,-0.006024,0.024956,-0.041123,-0.007566,-0.009378,-0.016032,0.000002,0.080915,0.029937,-0.023196,-0.027189,-0.007622,0.013186,0.018967,-0.006543,-0.020280,-0.007869,0.035099,0.083129
19760130,0.100873,0.127771,0.123441,0.140081,0.140794,0.164731,0.150531,0.139584,0.177660,0.185305,0.108915,0.135759,0.120356,0.120101,0.161966,0.147166,0.135765,0.144916,0.183211,0.189164,0.110152,0.121593,0.081678,0.168829,0.135101,0.118448,0.146413,0.178825,0.038462,0.190962,0.116469,0.168657,0.135660,0.147065,0.226555,0.142143,0.149922,0.132456,0.184419,0.188388,0.111477,0.176668,0.186793,0.328001,-0.005413
19760227,-0.003764,-0.004847,-0.001492,0.003360,0.000610,0.025080,0.030791,0.082597,0.086954,0.107973,-0.003568,-0.005510,-0.003249,0.001218,0.021204,0.018903,0.039141,0.051997,0.085165,0.102577,-0.003203,-0.011100,0.071189,0.163485,-0.006941,-0.000781,0.015508,0.069293,,-0.016220,0.011643,0.014485,0.009251,0.092777,0.036232,0.047904,0.039862,0.058732,0.090672,0.083333,0.112108,0.105772,0.093380,0.529412,-0.010171
19760331,0.038657,0.041370,0.001491,0.005937,0.033250,0.012799,0.022326,0.014434,0.030156,0.017870,0.035382,0.022721,0.023387,0.023459,0.014184,0.020145,0.033530,0.026564,0.021614,0.026829,0.038853,0.045938,0.009414,0.112257,-0.009956,0.010827,0.006005,0.029195,0.380952,0.001262,0.025059,0.024992,0.035519,0.197803,0.026866,0.055244,0.014892,0.019265,0.009382,0.016928,0.033501,0.008297,0.027335,-0.067368,1.400000
19760430,-0.003938,0.005487,-0.017592,-0.015973,-0.020216,-0.004704,-0.022184,-0.016624,-0.029941,-0.030569,-0.011625,0.004673,-0.013488,-0.006688,-0.022143,-0.016298,-0.015101,-0.025001,-0.023917,-0.025864,0.002733,-0.013158,0.023399,0.069758,-0.033852,0.002413,-0.011015,-0.027121,-0.054767,0.027373,-0.031126,-0.016453,-0.001083,-0.073173,0.044853,-0.013187,-0.027394,-0.020625,-0.030394,-0.015143,-0.044378,-0.043003,-0.022446,0.057630,0.724255
19760528,-0.023477,-0.000943,-0.010810,-0.023282,-0.000469,0.007124,0.001071,-0.005614,-0.003951,-0.039504,-0.004400,-0.020143,-0.014052,-0.013222,-0.000448,-0.001558,-0.010486,0.026565,-0.019202,-0.042743,-0.012115,-0.004989,0.009295,-0.015561,-0.011869,-0.020585,-0.021313,-0.021941,0.083333,0.001528,-0.008838,0.004796,0.015840,-0.035115,0.005619,-0.013780,0.006863,-0.000947,-0.013504,0.068871,0.017861,0.006534,-0.035585,0.072253,0.056331
19760630,0.028014,0.045851,0.031757,0.042164,0.067494,0.051639,0.033501,0.082613,0.063085,0.055537,0.038794,0.042719,0.040847,0.054161,0.054199,0.050647,0.061209,0.044564,0.054025,0.050112,0.033281,0.038829,0.041099,0.175435,0.033334,0.040252,0.039848,0.036349,0.084686,0.075365,0.052925,0.055223,0.041449,0.007212,0.049015,0.078597,0.060596,0.044476,0.071478,0.111710,0.058137,0.083054,0.045643,-0.048435,0.119924
19760730,0.006768,0.005989,-0.015426,-0.011770,-0.006523,-0.011186,-0.008077,-0.016985,-0.010676,-0.014347,-0.004382,-0.001319,-0.007804,-0.006190,-0.010048,-0.009277,-0.010273,-0.019223,-0.000273,-0.008181,0.006215,0.005141,0.038527,0.097831,-0.021757,-0.007920,-0.002910,-0.018889,0.106763,-0.011856,-0.012159,-0.006506,0.000658,0.000091,0.051247,-0.016738,-0.024883,-0.020011,-0.002973,-0.117047,-0.078879,-0.017133,-0.004570,-0.062500,0.209326
19760831,0.004646,-0.004261,-0.002772,0.008487,0.000111,0.001329,-0.017368,-0.015290,-0.030159,-0.029255,0.007615,-0.003921,0.011357,-0.005819,-0.011308,-0.004277,-0.018119,-0.013213,-0.031907,-0.031320,0.001600,0.006043,-0.036646,-0.036922,0.003247,0.003729,0.001019,0.019031,-0.120506,0.018409,-0.002864,-0.010311,-0.001747,-0.139997,0.019608,0.008734,-0.012254,-0.018834,-0.039022,-0.113716,-0.023110,-0.038209,-0.028002,-0.074704,0.022036
19760930,0.024003,0.028404,0.030778,0.009757,0.012952,0.037902,0.029103,0.020113,0.027663,0.027876,0.021893,0.022547,0.029034,0.025480,0.036712,0.015682,0.020027,0.030204,0.031658,0.018078,0.026805,0.030125,0.014145,0.038444,0.018423,0.027203,0.016383,0.017582,0.018567,0.003255,0.025985,0.038847,0.013778,0.083413,-0.039512,0.029214,0.031296,0.021125,0.037535,0.005989,-0.000383,0.048094,0.019059,0.579650,-0.002132
19761029,-0.006353,-0.022811,-0.015067,-0.024686,-0.025102,-0.019269,-0.034305,-0.030050,-0.036748,-0.019305,-0.014106,-0.019717,-0.018720,-0.019834,-0.023941,-0.034599,-0.021580,-0.031493,-0.029534,-0.036785,-0.013779,-0.017186,-0.069980,0.000860,-0.020991,-0.013235,-0.021088,-0.026460,-0.026026,-0.013507,-0.028020,-0.026212,-0.017977,-0.027196,-0.043953,-0.018068,-0.044410,-0.029469,-0.044285,-0.075164,-0.024569,-0.031248,-0.028870,0.285270,-0.108954
19761130,0.010958,-0.010495,0.011661,0.006712,0.008453,0.013024,-0.011652,0.046298,0.022090,0.021606,0.003825,0.000206,0.001271,0.006090,0.019052,0.010508,0.012489,0.028960,0.039541,0.035329,-0.001443,-0.007380,0.071386,0.058430,0.007059,0.011473,0.026668,0.023178,0.012359,0.017966,0.003695,0.016431,0.001147,-0.063745,-0.069106,-0.002033,0.002399,0.032266,0.078464,0.048795,-0.027422,0.008234,0.029032,0.106859,0.054193
19761231,0.059626,0.058264,0.054780,0.056219,0.057513,0.057996,0.075186,0.078187,0.087678,0.086879,0.045620,0.071003,0.047239,0.065134,0.073428,0.063786,0.071279,0.080516,0.092631,0.094160,0.056229,0.068593,0.102625,0.090166,0.056059,0.044749,0.069538,0.100574,,0.050069,0.048988,0.064179,0.067179,0.107708,0.044735,0.081508,0.068101,0.076801,0.096829,0.114277,0.063618,0.077834,0.090794,0.091027,0.243986
19770131,-0.030064,-0.035099,-0.055774,-0.049169,-0.056534,-0.021771,-0.027754,-0.016723,0.001443,0.009038,-0.030812,-0.052791,-0.061211,-0.040917,-0.036578,-0.027360,-0.017152,-0.010779,0.001890,0.013503,-0.032124,-0.035749,-0.003310,0.390291,-0.055262,-0.059298,-0.025527,-0.076068,,-0.066996,-0.057047,-0.040996,-0.001378,-0.075220,-0.048928,-0.041238,-0.026023,-0.022377,0.018882,-0.009856,-0.001056,-0.007337,0.008068,0.042846,0.069051
19770228,-0.009766,-0.017095,-0.011173,-0.020320,-0.021249,-0.022630,-0.020757,-0.014266,-0.035697,-0.026805,-0.010339,-0.013260,-0.020528,-0.019178,-0.014573,-0.025265,-0.014242,-0.033565,-0.029364,-0.013115,-0.011091,-0.021446,-0.017043,0.010467,-0.013671,-0.013384,-0.016017,-0.036478,0.022624,0.000079,-0.029865,-0.024186,-0.011370,0.008394,0.012389,-0.006753,-0.013682,-0.019426,-0.030388,,-0.046056,-0.059460,-0.022040,0.130700,0.233545
19770331,-0.013284,-0.013377,-0.007536,-0.013953,-0.001855,-0.020419,0.001129,-0.006277,-0.008386,0.003643,-0.012472,-0.008802,-0.012578,-0.012148,-0.012441,-0.001959,-0.004539,-0.004374,0.001360,-0.001394,-0.014132,-0.013974,0.016956,0.035485,-0.005610,-0.016345,-0.008332,-0.008829,-0.007218,-0.004808,-0.002427,-0.019515,-0.002633,0.038355,-0.018711,-0.032179,0.013575,-0.004965,0.004561,0.001770,-0.002665,-0.005988,-0.002934,0.070000,0.022003
19770429,0.017241,-0.019754,0.006492,0.010163,0.005268,0.021934,0.004706,0.012750,0.011543,0.015194,-0.001090,0.004203,0.011148,0.025027,0.004925,-0.005767,0.013005,0.008180,0.002680,0.014426,0.000499,0.007759,-0.054111,0.065271,-0.000962,0.019159,0.012943,0.021979,0.273966,0.034839,0.023798,-0.001107,0.011821,0.002967,-0.063920,0.027425,0.008576,0.008176,-0.002944,-0.039370,0.020148,0.020150,0.011106,0.000000,0.122134
19770531,-0.005626,-0.001818,-0.017536,-0.023316,-0.002039,-0.016482,-0.008806,-0.012997,-0.003376,-0.012189,-0.006210,-0.009646,-0.011389,-0.014552,-0.013419,-0.013699,-0.025404,-0.008369,-0.010736,-0.008086,-0.004725,0.000327,-0.005610,0.030967,-0.012944,-0.021714,-0.015427,-0.076065,0.077362,-0.023820,-0.002478,-0.013994,-0.005569,-0.035444,-0.038443,-0.016696,-0.012302,-0.004534,-0.013021,0.004711,-0.006282,-0.010883,-0.007008,0.019231,0.006597
19770630,0.039196,0.051675,0.048703,0.049885,0.051193,0.052006,0.069384,0.079278,0.085517,0.078338,0.041508,0.046692,0.047333,0.053095,0.049227,0.067190,0.075061,0.079949,0.089059,0.061134,0.040984,0.058551,0.074312,0.015332,0.049609,0.040157,0.069280,0.077872,0.000000,0.048204,0.049963,0.049875,0.067011,0.076497,,0.090428,0.055891,0.079728,0.064476,,0.085019,0.092517,0.079967,-0.062500,-0.049852
19770729,-0.008787,-0.009529,-0.024549,-0.019244,-0.010127,-0.012047,-0.001437,-0.022081,-0.019296,-0.018803,-0.006774,-0.015998,-0.020796,-0.011880,-0.016174,-0.005502,-0.017906,-0.021581,-0.007308,-0.020157,-0.007300,-0.029784,0.031429,0.082187,-0.017862,-0.022179,-0.019205,-0.113129,-0.102564,-0.026360,-0.005072,-0.008958,-0.008443,0.033045,-0.016720,0.013049,-0.014124,-0.016722,-0.001648,-0.099407,-0.015312,-0.030048,-0.016674,-0.160000,0.177580
19770831,-0.012366,-0.027095,-0.015647,-0.029202,-0.006673,-0.004850,-0.001388,0.012919,-0.006393,-0.005314,-0.010804,-0.019932,-0.009878,-0.014034,-0.020558,-0.003787,-0.013479,-0.012716,-0.008505,-0.016437,-0.019061,-0.014298,-0.028369,-0.003587,-0.029246,-0.011879,-0.025392,-0.054460,-0.077028,0.009064,-0.011155,-0.009508,-0.014925,0.006539,0.068285,-0.000746,0.011327,-0.008781,-0.009951,-0.044660,0.019666,0.016149,-0.012695,0.219495,0.210038
19770930,0.013897,-0.009783,0.014151,-0.003987,-0.005756,-0.004058,0.000445,0.000249,0.004712,-0.000274,0.009226,-0.000486,-0.003208,-0.011168,0.001093,-0.001232,0.003096,0.004317,0.011049,-0.000793,0.003071,-0.007986,-0.003682,0.005071,0.014191,-0.006772,0.012459,-0.002412,,-0.021214,-0.004858,-0.002578,0.003514,0.045764,0.009330,-0.023240,-0.003629,0.006281,0.007919,,-0.025004,-0.000783,0.004670,-0.222222,0.044872
19771031,-0.034889,-0.034914,-0.040112,-0.037844,-0.048632,-0.041622,-0.043446,-0.041086,-0.049840,-0.039437,-0.040174,-0.047325,-0.032386,-0.037906,-0.032018,-0.034655,-0.034407,-0.038674,-0.035501,-0.042166,-0.037242,-0.020287,-0.043598,-0.027588,-0.050870,-0.038309,-0.017868,0.015909,0.084732,-0.114263,-0.044134,-0.036296,-0.017006,-0.028358,-0.025268,-0.043718,-0.043695,-0.044798,-0.034166,0.011220,-0.029323,-0.070243,-0.040860,-0.235294,0.299541
19771130,0.024244,0.052861,0.036249,0.049085,0.048842,0.048039,0.070581,0.068328,0.074694,0.073430,0.028531,0.034635,0.043060,0.045782,0.054120,0.065292,0.073168,0.095741,0.084179,0.065026,0.028020,0.056085,0.087535,0.192357,0.035636,0.035133,0.066571,0.076098,0.048193,0.047688,0.035637,0.050433,0.073222,0.061661,0.029374,0.063969,0.049440,0.083871,0.094003,0.101585,0.095141,0.092047,0.071889,0.047069,0.269836
19771230,0.006154,-0.001824,0.010974,0.013430,0.003605,0.016605,0.002999,0.010084,0.013653,0.006405,0.007404,0.003731,0.004726,0.008165,0.010890,0.009229,0.025890,0.018390,-0.001705,0.008295,0.002071,0.000968,0.011767,0.078857,0.013428,0.008315,0.014421,0.030442,0.041333,0.001639,0.016871,0.005850,0.013362,-0.011250,-0.030481,-0.014015,0.009348,0.024485,0.000286,-0.035472,0.029351,0.029446,0.003400,0.026144,0.000000
19780131,-0.043329,-0.058797,-0.069119,-0.061296,-0.058188,-0.054799,-0.055671,-0.052445,-0.044340,-0.025258,-0.054430,-0.059195,-0.058618,-0.063244,-0.057783,-0.055506,-0.041213,-0.045222,-0.045135,-0.021810,-0.049833,-0.056444,-0.028345,-0.035440,-0.073722,-0.060289,-0.060375,-0.049758,,-0.059973,-0.062841,-0.058052,-0.036932,0.043951,-0.121242,-0.074117,-0.057796,-0.043059,-0.048648,,-0.038538,-0.053227,-0.029321,1.000000,0.166591
19780228,0.000823,-0.014159,-0.015115,-0.023586,-0.017323,0.007155,-0.003128,-0.003530,0.005605,0.011388,-0.010384,-0.009099,-0.014975,-0.017615,-0.005070,-0.005286,0.006822,-0.006620,0.006918,0.008627,-0.006416,-0.004387,-0.012370,0.030375,-0.026668,-0.017038,-0.010583,-0.014465,,0.002057,-0.025435,0.001514,0.001322,0.080432,-0.012821,-0.015451,-0.003116,-0.000150,-0.000712,,-0.037853,0.012525,0.008871,0.029426,0.194275
19780331,0.006422,0.029656,0.041499,0.045163,0.045365,0.030960,0.050076,0.045503,0.071840,0.060390,0.010393,0.038668,0.035219,0.043914,0.043043,0.037864,0.068135,0.055040,0.068842,0.068902,0.014229,0.034060,0.027496,0.116984,0.042338,0.039477,0.047649,0.078289,0.478261,-0.001065,0.038945,0.042969,0.066513,0.019055,0.044264,0.054494,0.028554,0.057522,0.070927,0.046929,0.075957,0.058503,0.069087,0.208333,0.113951
19780428,0.051020,0.088066,0.092192,0.096673,0.102325,0.090386,0.084709,0.087305,0.091829,0.070123,0.065429,0.094529,0.088507,0.093774,0.094862,0.096817,0.085144,0.096397,0.071051,0.072153,0.062049,0.100676,0.065436,0.082754,0.109695,0.083845,0.086654,0.076201,,0.119117,0.091433,0.097849,0.089048,0.074203,0.170257,0.063156,0.104417,0.086492,0.061013,-0.071429,0.104203,0.110947,0.074393,0.307692,0.121739
19780531,0.005330,0.004820,0.011335,0.016890,0.030926,0.037776,0.039193,0.035400,0.064381,0.072951,0.000766,0.013525,0.017707,0.023908,0.046401,0.042833,0.045557,0.056936,0.062667,0.075898,0.001995,0.019521,0.036492,0.015301,0.001833,0.017554,0.039612,0.065903,-0.029905,0.027107,0.027310,0.040020,0.044372,0.106055,0.006387,0.021087,0.044272,0.050262,0.067243,0.038189,0.079743,0.061394,0.069459,-0.052402,0.414292
19780630,-0.008321,-0.009035,-0.016854,-0.016031,-0.006804,-0.010806,-0.019603,-0.007649,-0.008835,-0.001865,-0.011219,-0.015118,-0.014867,-0.008595,-0.003819,-0.013879,-0.019554,-0.017223,-0.001190,0.002862,-0.010097,0.004644,-0.036858,0.132587,-0.020130,-0.016037,-0.008898,-0.008155,-0.100000,-0.006835,-0.016331,0.000653,-0.013309,0.013051,0.326090,-0.014501,-0.017209,-0.020066,0.003183,,0.005731,-0.023352,-0.000478,,
19780731,0.031196,0.040326,0.067208,0.066005,0.056595,0.072597,0.078725,0.084637,0.061179,0.054046,0.030893,0.060164,0.071030,0.053821,0.068391,0.075160,0.066808,0.074654,0.052374,0.050785,0.033854,0.045932,0.024021,0.100004,0.066358,0.062914,0.079053,0.100968,0.015267,0.066827,0.063662,0.073271,0.044772,0.063514,0.087422,0.093051,0.075495,0.078425,0.069968,0.070258,0.112262,0.085636,0.047513,-0.217391,0.347403
