DATE,max1ud01,max1ud02,max1ud03,max1ud04,max1ud05,max1ud06,max1ud07,max1ud08,max1ud09,max1ud10,imax1ud01,imax1ud02,imax1ud03,imax1ud04,imax1ud05,imax1ud06,imax1ud07,imax1ud08,imax1ud09,imax1ud10,max1cimax1c11,max1cimax1c12,max1cimax1c13,max1cimax1c14,max1cimax1c21,max1cimax1c22,max1cimax1c23,max1cimax1c24,max1cimax1c25,max1cimax1c31,max1cimax1c32,max1cimax1c33,max1cimax1c34,max1cimax1c35,max1cimax1c41,max1cimax1c42,max1cimax1c43,max1cimax1c44,max1cimax1c45,max1cimax1c52,max1cimax1c53,max1cimax1c54,max1cimax1c55,max1cimax1c51,max1cimax1c15
19890630,0.011716,0.010890,-0.001742,-0.010032,-0.015792,-0.011293,-0.008368,-0.019335,-0.026639,-0.015817,0.008315,-0.007999,-0.001257,-0.016491,-0.005955,-0.014939,-0.003360,-0.017141,-0.029159,-0.018022,0.010128,0.016393,-0.023900,-0.020328,-0.002553,-0.005582,-0.018861,-0.059601,0.007396,-0.009132,-0.029825,0.000174,-0.015549,-0.050381,-0.017617,-0.030282,-0.014318,-0.001836,-0.005465,,0.006131,-0.027607,-0.027847,-0.142077,0.056298
19890731,0.058867,0.073779,0.083837,0.094438,0.094066,0.082091,0.088428,0.079304,0.055361,0.021547,0.075449,0.086079,0.098555,0.092020,0.081294,0.070643,0.059260,0.081872,0.052077,0.019814,0.063239,0.077513,0.096959,-0.001481,0.085265,0.099358,0.066279,0.044740,0.034104,0.110337,0.100688,0.077232,0.054087,0.037949,0.155972,0.065588,0.087824,0.074047,0.076653,0.102127,0.022621,0.081875,0.030084,0.076388,0.103748
19890831,0.024266,0.013076,0.030866,0.019426,0.033495,0.010891,0.021254,0.022229,0.007741,0.038407,0.011683,0.017515,0.018881,0.029366,0.036925,0.022819,0.010045,0.044244,0.037569,0.015791,0.020086,0.009776,-0.017098,0.098211,0.013570,0.031809,0.049114,-0.053165,0.033907,-0.007799,0.027994,0.032128,0.043594,-0.029677,0.043514,-0.004995,0.019253,0.029070,0.019910,0.046660,0.057535,-0.006374,0.032342,0.111779,-0.048256
19890929,0.003689,0.007607,0.004635,-0.010366,-0.014532,0.011096,-0.016058,-0.009163,-0.010751,0.006110,0.006250,0.009835,-0.001797,0.002244,-0.021910,-0.010181,-0.009385,-0.005549,-0.019601,0.000441,0.008929,0.004117,-0.058336,-0.070816,0.005459,-0.010901,-0.005721,0.022608,,0.017765,-0.000456,-0.011433,-0.008914,0.024831,-0.044493,0.024882,-0.024512,-0.012846,-0.029689,-0.086964,-0.022352,0.019152,-0.007342,-0.046894,-0.016833
19891031,-0.032143,-0.018576,-0.028345,-0.034905,-0.022005,-0.035654,-0.029797,-0.020982,-0.073136,-0.063254,-0.004919,-0.024841,-0.024405,-0.025638,-0.044440,-0.025459,-0.064124,-0.053440,-0.077521,-0.059232,-0.012703,-0.048711,-0.078000,-0.031178,-0.017661,-0.037769,-0.053307,-0.097762,-0.019447,0.006960,-0.015439,-0.036109,-0.069010,-0.111903,-0.058873,0.024316,-0.004846,-0.051588,-0.070751,-0.750000,-0.049488,-0.064074,-0.071578,,0.151819
19891130,0.018138,0.025314,0.013561,0.019062,0.012335,0.032621,0.024285,0.009581,0.011547,-0.019765,0.037169,0.016656,0.013243,0.018189,0.018900,0.010745,0.009167,0.009892,0.001651,-0.033484,0.027482,0.002155,0.020069,0.004771,0.026391,0.008033,0.005998,0.049041,0.016902,0.036105,0.020303,0.019177,0.002132,-0.082574,0.014246,0.031799,0.023333,0.014298,-0.015484,0.011000,0.008466,-0.001639,-0.010813,0.015906,0.016973
19891229,0.027202,0.040162,0.009751,0.021027,0.007076,0.013926,0.015800,0.004165,-0.005745,0.013300,0.035124,0.011199,0.020149,0.017708,0.016759,0.012477,0.005408,0.002335,0.002530,-0.007653,0.034372,0.037003,-0.012992,-0.050280,0.015947,0.018180,0.000864,-0.031611,-0.196461,0.000308,0.004051,0.022913,-0.004443,-0.074429,-0.040549,0.017876,0.008889,0.011117,0.008844,-0.029630,-0.057078,0.026337,-0.002162,0.175297,-0.001118
19900131,-0.060185,-0.047841,-0.064558,-0.069449,-0.096804,-0.082299,-0.086260,-0.082849,-0.107882,-0.110846,-0.061163,-0.063611,-0.058194,-0.076976,-0.094820,-0.083773,-0.078649,-0.099296,-0.101960,-0.104135,-0.056319,-0.032988,-0.085943,-0.037765,-0.065268,-0.066732,-0.073311,-0.074090,-0.031440,-0.080073,-0.089336,-0.102764,-0.080929,-0.071497,-0.072822,-0.085757,-0.079480,-0.084109,-0.108250,-0.027869,-0.167002,-0.130651,-0.100833,-0.331035,0.065129
19900228,0.000870,0.012169,0.010948,0.007616,0.019223,0.025397,0.029038,0.038453,0.034535,0.005104,0.012177,0.021811,0.005504,0.007378,0.027380,0.025307,0.028865,0.027792,0.025008,0.018837,0.011669,-0.013251,0.039802,0.072732,0.006520,0.010940,0.014539,0.012268,0.007859,0.032103,0.009660,0.018947,0.030416,0.018139,0.057830,0.014553,0.052162,0.025446,0.007362,-0.084968,-0.065483,0.036681,0.027738,0.322416,-0.084118
19900330,0.025092,0.027869,0.028562,0.020716,0.019949,0.025321,0.023837,0.021313,0.033444,0.014244,0.023945,0.025664,0.027272,0.027362,0.019045,0.022744,0.018256,0.039290,0.026607,0.008241,0.026777,0.028139,-0.004754,-0.048499,0.023894,0.024549,0.034331,-0.031096,-0.052310,0.006104,0.035319,0.015218,0.019806,0.019774,0.057738,0.012814,0.017731,0.029330,0.025934,0.136494,0.009727,0.050659,0.019595,-0.263158,0.047275
19900430,-0.018401,-0.030681,-0.022599,-0.035207,-0.012441,-0.029295,-0.025916,-0.051008,-0.039825,-0.034051,-0.021958,-0.016476,-0.030474,-0.026174,-0.026048,-0.042328,-0.031840,-0.054564,-0.040760,-0.040631,-0.022544,-0.043481,-0.026318,-0.120325,-0.013640,-0.036680,-0.051338,-0.047995,-0.224644,-0.010775,-0.002513,-0.025857,-0.053739,-0.119672,0.026714,-0.035623,-0.031091,-0.031869,-0.069407,-0.099501,-0.057864,-0.056444,-0.029614,-0.100000,-0.010087
19900531,0.067187,0.082171,0.093952,0.094373,0.104885,0.092003,0.108517,0.099511,0.100804,0.062463,0.088477,0.090357,0.085180,0.084662,0.108103,0.105367,0.094657,0.090493,0.070175,0.069284,0.077815,0.073193,0.062502,0.017519,0.104486,0.084784,0.087908,0.046045,0.104022,0.112620,0.086253,0.102827,0.088776,0.078041,0.036429,0.096562,0.120031,0.096327,0.091973,0.282622,0.187811,0.111315,0.063237,0.653682,0.103225
19900629,0.001278,-0.004849,0.004873,-0.016983,-0.012843,0.008517,-0.015298,-0.014312,0.001823,-0.013267,-0.009275,0.007535,-0.000990,-0.021624,-0.005203,-0.009551,-0.009981,-0.002244,0.009874,-0.002381,0.004352,-0.028760,-0.045819,0.151081,-0.004092,-0.001498,-0.004057,-0.014829,-0.201593,-0.033923,0.002230,-0.003155,0.015042,0.047869,-0.024837,-0.033550,-0.014509,-0.011078,0.004316,0.089222,-0.039875,-0.035155,0.005209,0.125299,-0.055258
19900731,0.001088,0.007856,-0.014043,-0.001819,-0.002845,-0.039835,-0.027456,-0.037364,-0.065472,-0.065373,0.009102,0.003171,-0.011986,-0.027954,-0.007117,-0.038410,-0.023815,-0.045912,-0.051795,-0.058387,0.013746,-0.012287,-0.032541,-0.147440,-0.008966,-0.023646,0.024226,0.030470,-0.080568,0.007492,-0.014607,-0.042680,-0.011458,-0.135000,-0.076859,-0.026208,-0.020000,-0.043600,-0.027612,0.023200,-0.107145,-0.071241,-0.061609,0.000000,-0.048686
19900831,-0.096092,-0.100331,-0.108978,-0.091464,-0.076367,-0.088272,-0.075443,-0.115425,-0.114854,-0.135363,-0.082876,-0.089283,-0.083692,-0.100721,-0.106030,-0.088119,-0.112880,-0.135297,-0.116835,-0.143659,-0.101120,-0.078410,-0.124422,-0.088618,-0.098933,-0.098484,-0.101106,-0.123078,-0.155939,-0.025602,-0.092738,-0.098118,-0.108493,-0.002289,-0.024932,-0.037992,-0.088469,-0.126994,-0.146085,0.026860,-0.022164,-0.135957,-0.131031,-0.027669,-0.109920
19900928,-0.030553,-0.038838,-0.042348,-0.050190,-0.048903,-0.060451,-0.078660,-0.091413,-0.092953,-0.117413,-0.036699,-0.039159,-0.036442,-0.064345,-0.070906,-0.075087,-0.089940,-0.100419,-0.110443,-0.133089,-0.023306,-0.067501,-0.102906,-0.072951,-0.036681,-0.034754,-0.085501,-0.108731,-0.187277,-0.045936,-0.047024,-0.071700,-0.074100,-0.120470,-0.081099,-0.095934,-0.058114,-0.096199,-0.134636,-0.103655,-0.044481,-0.108266,-0.110281,,0.171381
19901031,0.013670,0.003285,0.003083,-0.008847,0.004643,-0.009581,-0.044175,-0.051135,-0.059925,-0.129080,0.010725,0.007732,-0.000227,-0.013619,-0.027720,-0.047584,-0.043667,-0.073820,-0.085756,-0.065163,0.013248,-0.007481,-0.031598,-0.009129,0.006796,0.003339,-0.050144,-0.049368,-0.108526,0.014680,0.016061,-0.009953,-0.049132,-0.116134,-0.033270,-0.047486,-0.044020,-0.050157,-0.057167,-0.127412,-0.094542,-0.073496,-0.083829,-0.180388,0.052873
19901130,0.031260,0.040669,0.062335,0.061271,0.054803,0.092934,0.108903,0.103368,0.142124,0.023293,0.047168,0.053854,0.060982,0.088388,0.090630,0.088033,0.104779,0.117660,0.120277,0.039953,0.034749,0.044300,0.051534,0.019732,0.050594,0.072950,0.088467,0.091140,0.235294,0.066376,0.089010,0.070777,0.072818,0.113694,0.080859,0.058270,0.112720,0.122063,0.103624,,0.175098,0.131112,0.093289,-0.088532,0.581672
19901231,0.030382,0.012545,0.031787,0.021104,0.047277,0.053282,0.053851,0.040666,0.071961,-0.024424,0.023917,0.021538,0.041706,0.033345,0.022274,0.057767,0.047718,0.054045,0.063333,-0.048237,0.021847,0.020304,-0.039840,0.122272,0.019755,0.034948,0.037761,0.015489,,0.057742,0.048578,0.049004,0.042576,0.029073,-0.013012,0.054591,0.058824,0.048760,0.003543,-0.039216,0.027863,0.081469,0.030154,,-0.070671
19910131,0.015617,0.034937,0.065539,0.066415,0.084632,0.106869,0.083657,0.096982,0.105599,0.068044,0.020091,0.053360,0.080193,0.066921,0.077351,0.088695,0.104693,0.077489,0.060222,0.067971,0.022982,0.028301,0.028705,0.107457,0.061802,0.077251,0.045935,0.172908,0.404437,0.035413,0.084891,0.122093,0.089095,0.080741,0.072097,0.124551,0.098537,0.076133,0.061623,0.262146,0.110958,0.123139,0.062968,,0.160001
19910228,0.066587,0.070315,0.074696,0.082942,0.068122,0.075102,0.059652,0.119069,0.122475,0.167699,0.069449,0.066417,0.058249,0.072064,0.099428,0.090779,0.088025,0.114225,0.141339,0.171863,0.069894,0.063889,0.084360,0.104989,0.084579,0.071505,0.071086,0.129597,0.154283,0.048666,0.063368,0.106974,0.107928,0.209504,0.025480,0.049291,0.082718,0.100635,0.140538,,0.169796,0.061071,0.153675,-0.085809,-0.147718
19910328,0.004695,0.036215,0.035398,0.031162,0.032745,0.026955,0.056823,0.036364,0.049048,0.072010,0.016956,0.036025,0.027249,0.029998,0.031215,0.052451,0.033199,0.054035,0.056980,0.086725,0.015134,0.034102,0.092302,0.130729,0.044534,0.024517,0.021738,0.073084,,0.025276,0.029621,0.037413,0.020309,0.031036,-0.027859,0.043910,0.058133,0.045757,0.084235,0.011781,-0.074489,0.064818,0.060247,0.384615,-0.010059
19910430,0.019174,-0.001299,-0.002217,0.000820,0.005589,0.009759,-0.010319,-0.014734,0.002987,-0.001325,0.013330,0.003159,0.007582,0.001442,-0.023695,-0.001730,0.008311,-0.031233,0.031473,-0.011453,0.014103,0.020157,-0.076228,0.151916,-0.002454,0.003157,-0.006306,-0.000429,-0.128907,0.009904,0.011948,-0.002475,0.013314,0.067278,-0.004751,-0.029045,0.006799,-0.024483,0.064117,0.089245,-0.002809,-0.011239,0.005409,-0.132083,0.200563
19910531,-0.000814,0.023132,0.054991,0.040423,0.047420,0.067642,0.066859,0.059194,0.060696,0.026737,0.020863,0.032122,0.051407,0.050204,0.043658,0.063297,0.072325,0.057482,0.034811,0.036987,0.006743,0.055437,0.088078,0.070138,0.054880,0.041260,0.044236,0.004642,0.121212,0.042800,0.059555,0.057274,0.076710,0.076076,0.140171,0.061525,0.056568,0.064928,0.047677,0.179737,0.057453,0.079299,0.032755,,0.207004
19910628,-0.019615,-0.035404,-0.048628,-0.050059,-0.051526,-0.057009,-0.058733,-0.050134,-0.066897,-0.057852,-0.028449,-0.041179,-0.045626,-0.053971,-0.054853,-0.052180,-0.062927,-0.039225,-0.061260,-0.070695,-0.026971,-0.035991,-0.087333,-0.035110,-0.050835,-0.049663,-0.041170,-0.083214,0.369579,-0.035060,-0.053404,-0.060518,-0.054526,-0.018017,-0.094895,-0.074726,-0.051254,-0.047325,-0.075940,,-0.126935,-0.069273,-0.060947,-0.107143,-0.011153
19910731,0.052869,0.039008,0.051439,0.039914,0.055759,0.047117,0.032272,0.068305,0.071074,0.047196,0.043616,0.062492,0.035353,0.027387,0.047260,0.051455,0.063455,0.054113,0.070380,0.042431,0.048690,0.033690,0.044276,0.010933,0.058991,0.030343,0.049165,0.013085,-0.198499,0.061210,0.035182,0.051468,0.075103,0.053029,-0.058108,0.032895,0.045288,0.059676,0.058654,-0.056195,0.058445,0.064508,0.060557,-0.011354,0.032244
19910830,0.013053,0.021792,0.019550,0.033087,0.025857,0.034825,0.037413,0.037480,0.074781,0.050389,0.023492,0.028121,0.033366,0.012512,0.017441,0.021190,0.036763,0.059615,0.059031,0.042589,0.023990,-0.000077,-0.008814,-0.029776,0.025118,0.029163,0.019223,-0.017381,0.278675,0.056187,0.037478,0.018953,0.039767,-0.062232,0.076689,0.061451,0.023733,0.043451,0.019886,-0.166667,0.039054,0.090292,0.062880,0.021012,0.472535
19910930,0.026695,-0.008261,0.002935,-0.030913,-0.028049,-0.016340,-0.020579,-0.025235,-0.016015,-0.000041,0.001645,-0.009781,-0.021964,-0.025188,-0.009828,-0.014650,-0.023120,-0.015904,-0.016568,0.010550,0.013750,-0.015795,-0.038999,0.024085,-0.011510,-0.016547,-0.017295,-0.001666,-0.091099,-0.030693,-0.034893,-0.005375,-0.019293,-0.066539,0.004324,-0.036521,-0.019109,-0.024916,0.006984,-0.029459,-0.014279,-0.003999,-0.010355,0.015143,-0.023910
19911031,0.013337,0.029055,0.019454,-0.002500,0.012955,0.015654,0.011809,0.038253,0.026297,0.050499,0.013788,0.015452,0.022073,0.023754,0.005114,0.022737,0.024854,0.002966,0.020128,0.041997,0.019319,0.029889,0.038059,-0.024186,0.007677,0.020515,-0.014238,0.015780,,-0.003505,0.018704,0.021612,0.000384,-0.094851,0.005041,0.019070,0.033307,0.019300,0.002459,-0.004573,0.025248,0.025549,0.036445,,0.380247
19911129,-0.018366,-0.038128,-0.025061,-0.043073,-0.045963,-0.048675,-0.048330,-0.058328,-0.056464,-0.061828,-0.026866,-0.035626,-0.041446,-0.046416,-0.037744,-0.028059,-0.062177,-0.057959,-0.050491,-0.070769,-0.030213,-0.035475,0.025210,0.019334,-0.031103,-0.032181,-0.036174,-0.127444,0.034977,-0.038533,-0.061020,-0.029903,-0.066267,-0.025272,-0.065297,-0.087471,-0.044439,-0.056914,-0.044346,0.135593,-0.067108,-0.054512,-0.060015,-0.020797,0.105610
19911231,0.078995,0.105431,0.131961,0.130018,0.105261,0.136434,0.115759,0.113998,0.104610,0.080470,0.102719,0.126138,0.104331,0.101283,0.133641,0.121217,0.119705,0.110307,0.110202,0.055378,0.101191,0.069005,0.118179,0.008232,0.133159,0.129889,0.131126,0.131098,0.047857,0.154131,0.102931,0.127090,0.090599,0.112011,0.153072,0.069492,0.124524,0.127113,0.084094,0.013233,0.099867,0.104699,0.096071,0.268195,-0.051460
19920131,-0.024526,-0.025983,-0.012753,-0.026477,0.015621,0.003935,0.032144,0.055032,0.108272,0.129865,-0.030294,-0.020963,-0.020303,0.007000,0.001197,0.024926,0.054299,0.044505,0.098508,0.135101,-0.027442,-0.019030,-0.002668,0.175544,-0.029247,-0.014281,-0.000002,0.095554,-0.044365,0.008111,-0.000030,0.005745,0.038239,0.056738,0.023931,0.025491,0.038076,0.038390,0.103864,0.093164,0.119056,0.120375,0.117878,0.051547,0.177772
19920228,-0.004012,0.000232,0.003513,0.024940,0.026319,0.021165,0.046451,0.038540,0.038538,0.033354,-0.010099,0.007918,0.016218,0.016756,0.019792,0.029937,0.036176,0.028945,0.030886,0.036600,-0.002868,0.000163,-0.014212,-0.044737,-0.006325,0.019162,0.013568,0.001956,0.280000,0.067225,0.039995,0.019971,0.011871,-0.191025,-0.041257,0.055941,0.043735,0.046652,0.050689,0.007813,0.020263,0.047662,0.034018,0.016667,0.187715
19920331,-0.007468,-0.023193,-0.019566,-0.021410,-0.028594,-0.031751,-0.032930,-0.038071,-0.035431,-0.015617,-0.020940,-0.011111,-0.034591,-0.012891,-0.020539,-0.038108,-0.047108,-0.013577,-0.034180,-0.045064,-0.016524,-0.018938,0.010291,-0.001475,-0.019494,-0.021697,-0.014839,-0.060527,-0.093087,0.004095,-0.027632,-0.039057,-0.049842,0.002526,-0.048382,-0.071774,-0.033562,-0.032813,-0.029311,-0.007204,-0.023579,-0.001470,-0.041566,-0.185185,0.178060
19920430,0.028368,0.034833,0.021491,0.002775,0.010681,0.004766,-0.014769,-0.023931,-0.043970,-0.083245,0.035604,0.027649,0.004808,0.022938,0.013075,-0.009347,-0.011064,-0.021380,-0.045160,-0.088465,0.034746,0.012516,-0.032858,-0.187265,0.023189,0.012620,0.002702,-0.004958,-0.032258,-0.030116,0.021319,0.012453,-0.020630,-0.087179,0.025843,-0.071829,-0.020451,-0.011900,-0.028760,0.070064,-0.025318,-0.021952,-0.073868,-0.277778,-0.123934
19920529,0.010831,0.003897,0.009892,0.007599,0.001977,0.002810,-0.007863,0.003926,0.025987,-0.009110,0.011310,0.000292,0.008055,0.010438,-0.002084,0.004878,-0.008528,-0.000598,0.025008,-0.000457,0.003857,0.022090,0.013724,-0.073398,0.012005,0.006841,0.010168,-0.026401,-0.108553,-0.002347,0.008045,-0.002548,0.004902,0.027411,-0.007077,0.004474,-0.004605,-0.006668,0.005465,-0.001339,-0.024763,-0.005596,0.021436,0.008264,0.027250
19920630,-0.000241,-0.014139,-0.032281,-0.021108,-0.019822,-0.016127,-0.040259,-0.015943,-0.045297,-0.064277,-0.009445,-0.014958,-0.022515,-0.019273,-0.024788,-0.018164,-0.022090,-0.041474,-0.065184,-0.055328,-0.003708,-0.028104,-0.026906,0.126251,-0.034006,-0.015430,-0.036807,0.004501,-0.101087,-0.007454,-0.027139,-0.014754,-0.014757,-0.056384,-0.003844,-0.016949,-0.018512,-0.041683,-0.062866,-0.146377,-0.034171,-0.035368,-0.059811,-0.083447,-0.000804
19920731,0.050457,0.038224,0.047292,0.038824,0.038002,0.042608,0.020425,0.043953,0.041674,0.016825,0.047205,0.035582,0.048520,0.041026,0.024228,0.045473,0.036227,0.056219,0.033406,0.025513,0.042499,0.050189,-0.009925,0.130449,0.035835,0.052005,0.035638,0.092378,0.109841,0.049969,0.037510,0.037784,0.047560,0.111091,0.091115,-0.010942,0.023251,0.041806,0.049283,-0.107527,0.064202,0.042552,0.024131,0.000000,-0.076915
19920831,-0.018371,-0.005254,-0.025607,-0.017355,-0.036876,-0.038606,-0.025278,-0.027616,-0.029831,-0.043844,-0.004110,-0.018657,-0.020240,-0.043654,-0.030268,-0.021773,-0.037756,-0.023148,-0.032287,-0.045587,-0.009487,-0.018932,-0.046481,,0.001323,-0.038070,-0.023916,-0.043544,-0.116888,-0.089513,-0.026669,-0.029889,-0.048509,-0.116877,0.020954,-0.048158,-0.021420,-0.017381,-0.041054,,0.004267,-0.047579,-0.033568,-0.006779,-0.006452
19920930,0.024542,0.006354,0.017318,0.006418,0.014601,0.010006,0.012261,0.026071,0.016420,0.030791,0.008451,0.010317,0.021590,0.012579,0.024680,0.023465,0.003309,0.030643,0.014491,0.015766,0.010381,0.032704,0.032715,-0.139856,0.015512,0.011204,0.018470,-0.021155,-0.022514,-0.027408,0.014307,0.028097,-0.007380,0.029012,-0.059805,-0.002966,0.015020,0.027367,0.009711,-0.107527,0.001265,0.026245,0.020335,-0.157522,
19921030,-0.018982,0.014939,0.011445,0.007160,0.014861,0.042570,0.040230,0.029022,0.037159,0.042913,-0.017496,0.014863,0.014089,0.016927,0.020844,0.035572,0.051653,0.040640,0.039507,0.036564,-0.011072,0.017765,-0.008790,,-0.001610,0.017796,0.003798,0.033779,,0.014856,0.009271,0.035404,0.059993,0.011704,0.021971,0.010996,0.039076,0.037442,0.060501,0.001821,0.036320,0.050927,0.032873,0.192849,
19921130,0.011025,0.045129,0.030519,0.037390,0.059203,0.062716,0.074858,0.075941,0.107488,0.076800,0.027316,0.018192,0.046670,0.050354,0.050563,0.068603,0.067095,0.078686,0.085174,0.077511,0.022184,0.052159,0.071418,0.000000,0.018845,0.040822,0.042862,0.009523,0.070154,0.063648,0.065300,0.057519,0.063006,0.060554,0.256640,0.066866,0.090861,0.072976,0.060993,0.326087,0.109982,0.110428,0.088892,0.027590,0.375000
19921231,0.022552,0.026834,0.015923,-0.007301,0.014477,0.006773,0.039416,0.049491,0.015108,0.019623,0.023225,0.017726,0.011974,-0.004892,0.028443,0.018299,0.024972,0.040493,0.029462,0.021686,0.023818,0.029109,0.041240,0.059929,0.007282,-0.009003,0.037076,0.026193,-0.135474,0.036794,0.002319,0.015934,0.014952,0.047295,0.024329,0.046694,0.036497,0.038713,0.083253,-0.005264,-0.037204,0.035315,0.013909,-0.087767,
19930129,-0.002851,-0.000194,0.000797,0.020399,0.027268,0.037335,0.020745,0.030540,0.047239,0.044113,0.004768,-0.016543,0.004222,0.018848,0.042977,0.044481,0.015683,0.021363,0.049364,0.043533,-0.006518,0.013433,0.023291,1.142857,-0.016186,0.011899,0.032438,0.006531,-0.076923,0.024222,-0.007148,0.055522,0.016556,0.110399,0.098670,0.016785,0.035960,0.018844,0.034054,-0.031824,0.004720,0.021647,0.053351,0.042273,
19930226,0.030316,0.001225,0.013910,-0.000733,0.000563,0.003159,-0.026189,-0.030468,0.001198,-0.024740,0.031509,0.026015,0.006144,-0.000456,-0.018535,-0.015714,-0.022359,-0.012371,-0.020727,-0.032548,0.031220,-0.030960,0.005248,-0.035927,0.024525,0.010064,-0.019202,0.009922,-0.135641,-0.060288,0.017470,-0.007644,-0.008819,-0.071110,0.034319,0.043645,-0.035701,-0.031536,-0.060926,-0.152052,-0.003248,0.015418,-0.013171,-0.137100,
19930331,0.030799,0.025456,0.015831,0.021547,0.013120,0.022654,0.039807,0.041642,0.029067,0.026964,0.020251,0.021184,0.026666,0.024799,0.020286,0.037266,0.031389,0.030890,0.037527,0.028452,0.026818,0.032155,0.050662,0.056613,0.021202,0.023781,0.002834,-0.001772,0.051150,0.002323,0.029791,0.022461,0.023837,-0.009820,0.035654,0.015254,0.051133,0.040496,0.051640,0.087578,0.034028,0.023678,0.026914,0.143088,0.300000
19930430,-0.018195,-0.012260,-0.017944,-0.070371,-0.036167,-0.015773,-0.012442,-0.010509,-0.055247,-0.028974,-0.023463,-0.019616,-0.023530,-0.022036,-0.071952,-0.005815,-0.023636,-0.038935,-0.046340,-0.030248,-0.015618,-0.011620,-0.017757,-0.124294,-0.027476,-0.028026,-0.092837,-0.073326,0.045455,-0.037828,-0.027726,-0.021060,-0.027240,-0.105231,-0.025025,0.011828,0.004680,-0.020920,-0.038807,-0.060952,-0.029401,-0.071196,-0.038970,-0.101727,
19930528,0.004521,0.026387,0.018518,0.023792,0.028819,0.041047,0.047913,0.048053,0.058797,0.063240,0.015368,0.017354,0.008978,0.023584,0.038382,0.032745,0.060205,0.067650,0.064566,0.067090,0.015832,0.024174,0.042037,0.055430,0.007134,0.019952,0.036372,0.085955,0.072154,0.032468,0.004171,0.040204,0.056950,0.004206,0.074805,0.019343,0.030202,0.062292,0.064584,-0.041684,0.026210,0.074209,0.067717,-0.119634,0.500000
19930630,0.017522,-0.001604,0.007660,0.000929,0.003916,-0.004632,0.023822,-0.008422,0.009517,-0.001547,0.022941,0.003600,0.004613,0.004841,-0.008284,0.008749,-0.010248,-0.002389,0.011468,-0.004948,0.013497,-0.015217,0.021922,0.364222,0.012276,-0.002317,0.008275,-0.005119,0.037037,0.020247,0.008172,0.001198,-0.028020,0.078551,0.034530,0.035887,-0.009746,-0.000312,0.028524,0.099680,0.011760,0.016579,-0.001233,0.094890,
19930730,0.013110,0.001273,-0.010125,0.004871,-0.013049,-0.016626,0.018001,-0.008515,-0.006056,0.003223,0.011594,-0.000792,-0.011428,-0.005573,0.005571,-0.001903,-0.009572,-0.012061,-0.005153,-0.000491,0.006203,0.007671,0.002899,-0.000566,0.006890,-0.013502,0.002772,0.009172,0.021618,-0.000246,-0.017334,-0.004754,-0.032689,0.030173,0.003186,0.022698,0.014425,0.003943,-0.016448,0.090315,-0.001499,-0.008096,-0.000146,-0.044944,
19930831,0.031681,0.037522,0.036061,0.041354,0.036398,0.051694,0.040452,0.032575,0.060253,0.051317,0.024858,0.037372,0.034778,0.054671,0.047873,0.050907,0.048415,0.033779,0.055793,0.047466,0.033534,0.039509,0.055847,-0.035015,0.023816,0.044155,0.044397,0.083041,0.060661,0.017883,0.048715,0.045613,0.045662,0.104486,0.057236,0.010379,0.068032,0.035675,0.010915,0.077410,-0.016540,0.045699,0.061018,0.304068,0.207681
19930930,0.001831,-0.000380,0.003012,-0.002484,-0.000416,-0.015558,0.006302,0.005019,0.025879,0.024550,0.003203,0.001012,-0.007652,0.007681,-0.026128,0.012836,-0.003583,0.021636,0.019146,0.026727,-0.000590,0.004073,-0.026436,,0.013550,0.002581,0.000357,-0.042314,-0.042633,-0.004983,-0.010589,-0.015291,0.014225,0.084346,-0.023256,0.024273,-0.009153,0.011569,0.016223,-0.135135,-0.009244,0.033292,0.023511,0.098712,
19931029,0.017774,0.012114,0.005794,0.029469,0.006539,0.022848,0.002231,0.042152,0.028925,0.036413,-0.000175,0.018552,0.017016,0.008696,0.027100,0.016869,0.009601,0.016154,0.049315,0.044152,0.012342,0.030253,0.028114,-0.064595,0.008288,0.017373,0.024842,0.058630,,-0.020576,0.000830,0.024637,0.026067,0.054474,-0.012783,-0.009004,0.017610,0.007962,0.058138,-0.018908,0.013524,0.000797,0.044873,0.050095,1.000000
19931130,-0.040589,-0.010971,-0.013989,-0.009176,-0.004558,0.004152,-0.002851,-0.037130,-0.039419,-0.033361,-0.037395,-0.008997,-0.008514,-0.014874,-0.019533,-0.008657,0.005789,-0.026229,-0.021195,-0.032911,-0.028925,-0.030051,0.026066,-0.109421,-0.000302,-0.011614,-0.018720,-0.030931,0.044039,-0.004098,0.016328,-0.014291,0.014867,-0.010193,-0.054092,-0.070812,-0.013900,-0.008294,0.001075,-0.181102,-0.059816,-0.030561,-0.035502,-0.106910,-0.251598
19931231,0.006082,0.029722,0.024493,0.017434,0.009012,0.016094,0.033232,0.024539,0.028642,-0.000639,0.024932,0.012651,0.024330,0.011755,0.014967,0.003114,0.043774,0.024599,0.040717,-0.003861,0.012242,0.036172,0.105298,-0.026481,0.034221,0.013358,0.025072,0.036558,-0.043189,0.022203,0.019441,-0.009588,0.049474,0.054892,0.155610,0.011462,0.018558,0.035441,0.041483,0.043030,0.018703,0.020115,0.014390,-0.014711,
